,Unnamed: 0,고유번호,법정동코드,지목,토지면적,geometry,주소,공시지가,위도,경도,pixel_polygon
0,0,4413135026104310003,4413135026,답,2978.0,"POLYGON ((226161.13411533408 460656.7895716499, 226191.09491050983 460656.1630491072, 226189.03349123278 460556.94373352546, 226159.2506948257 460557.5662589251, 226161.13411533408 460656.7895716499))",충청남도 천안시 동남구 수신면 장산리 431-3,34600,36.743646,127.293085,"POLYGON ((194.75556463930215 24.827698609033035, 325.4232319443124 27.97376659323382, 315.10722818797626 462.56793170774074, 185.21736659552664 459.4418016077989, 194.75556463930215 24.827698609033035))"
1,1,4415033033102740003,4415033033,답,1816.0,"POLYGON ((211400.34097634573 415643.4006434138, 211423.95275943505 415646.9329817974, 211436.1968214195 415572.34468810866, 211412.2980424275 415568.6733462857, 211400.34097634573 415643.4006434138))",충청남도 공주시 계룡면 상성리 274-3,21400,36.3384482,127.127191,"POLYGON ((175.6480328256488 96.86320053357517, 278.65592875581626 81.52485868445115, 331.63233337347594 408.34892628282995, 227.3727244023466 424.2944151528779, 175.6480328256488 96.86320053357517))"
2,2,4415036034103070001,4415036034,답,4704.0,"POLYGON ((216105.43814517817 440468.079779587, 216106.02814007417 440468.1397883439, 216107.61814923637 440466.8298224361, 216113.5781328209 440465.17992699175, 216119.68816610283 440460.27005710674, 216125.01825627245 440452.0601985853, 216127.6483155364 440447.060275156, 216132.59848218397 440434.1104444814, 216146.15854473505 440423.9407280674, 216152.69851426175 440422.93083709537, 216161.59852036656 440418.50100723223, 216173.52847719766 440415.86121179565, 216181.21843658073 440414.9813378067, 216194.20834622698 440414.8915407126, 216194.37839500268 440411.68156622536, 216197.95846499933 440405.56166556134, 216199.92858030932 440397.2617553579, 216200.5686193812 440394.4617852685, 216194.95872330683 440390.33172733313, 216193.55871061946 440391.78169520583, 216191.4687344136 440391.20166679256, 216185.20886954857 440385.3616109153, 216182.24908397725 440372.9316533656, 216178.4191222406 440372.21159885824, 216169.66922249622 440369.74148021085, 216162.90931181368 440367.07139397087, 216161.36934650972 440365.54138089257, 216151.7995034677 440359.8012727682, 216141.11963604053 440356.1311326202, 216136.59968337978 440355.14106929436, 216133.1196438187 440359.2609857635, 216129.37962290453 440362.3009058754, 216124.6596509529 440362.6408299635, 216120.34969633946 440361.6807696959, 216120.0896578583 440364.270747197, 216121.67957205581 440369.06073783326, 216123.11942021013 440378.1606954336, 216122.57930056745 440386.0906305384, 216118.79910261757 440400.5204688921, 216117.9589534866 440410.48038486426, 216116.14880513973 440420.83028295066, 216114.06858521327 440435.90014320787, 216110.33831062017 440455.2299474273, 216105.51816454026 440466.7997899497, 216105.43814517817 440468.079779587))",충청남도 공주시 의당면 중흥리 307-1,25500,36.5618237,127.1803854,"POLYGON ((70.56209123999486 -33.28461043325274, 73.13593464637111 -33.54264939867136, 80.06031621692614 -27.791203026861638, 106.0422331437729 -20.51484460849565, 132.6519844409833 1.0433570531019996, 155.83291244703923 37.05105932281191, 167.26345232374848 58.97522684568406, 188.74848641903878 115.74368351693911, 247.80937885869594 160.4043340471054, 276.32605488975025 164.8819811117392, 315.1083338215075 184.36038669662756, 367.1207522177983 196.0223639877549, 400.6542795250888 199.94001831437396, 457.31068558359175 200.44036274126466, 458.0260422248548 214.5033297553885, 473.5907516647835 241.34157435802908, 482.1155401702573 277.71627315514576, 484.8841683156908 289.9870555086885, 460.3820703457645 308.0328961335447, 454.28764844658167 301.66965384570545, 445.1672187649418 304.19330034753995, 417.81621692384135 329.7246066461884, 404.8048901695051 384.15072542757036, 388.0942055490473 387.273458105237, 349.91036225174435 398.02202412119544, 320.404445833778 409.662966886229, 313.67520310778514 416.3526573683348, 271.8883908355514 441.4190300482785, 225.27708005740715 457.40866252140654, 205.55477301723474 461.7086077839814, 190.409911412087 443.63239510403923, 174.1222764297646 430.2850715924371, 153.53841995380515 428.75727933912594, 134.7322785320279 432.9275536464913, 133.61924327562588 421.5798031387801, 140.59293276432396 400.60987950243543, 146.94730123529496 360.75854802088327, 144.6562738024225 326.0163599974178, 128.2863344090622 262.77421895221966, 124.70324242293776 219.13706872472113, 116.89254820128855 173.78361608403063, 107.94240962034962 107.75175589254707, 91.83005159173459 23.045327734905783, 70.90066513639226 -27.676851553109657, 70.56209123999486 -33.28461043325274))"
3,3,4415038026101770000,4415038026,답,1390.0,"POLYGON ((208622.89635292656 431605.931739868, 208624.29730272954 431608.54274297913, 208624.0752284995 431613.4487047228, 208624.97018285203 431615.99570047087, 208636.1949838429 431623.76281877, 208648.16573352818 431634.51092743455, 208651.1213151855 431595.5152499138, 208651.01536555248 431592.30327107676, 208649.42312528248 431543.8525903847, 208647.7631262449 431544.54655981075, 208636.20276071047 431573.4741758624, 208622.89635292656 431605.931739868))",충청남도 공주시 우성면 도천리 177,30800,36.4825563,127.0964167,"POLYGON ((181.37444087263614 208.4782678625382, 187.4962830789155 197.04648238131048, 186.54904078643932 175.55416542893866, 190.46362777240938 164.40056132862912, 239.45634448121933 130.42461108742134, 291.7157558779759 83.39329626665287, 304.4366445189931 254.23302777402847, 303.9604935926117 268.303146981231, 296.80402300775376 480.5420813815998, 289.5667530087407 477.49475469731476, 239.27089871280918 350.72204360465844, 181.37444087263614 208.4782678625382))"
4,4,4415038028100680001,4415038028,답,2985.0,"POLYGON ((208044.9870083171 433315.5566574207, 208114.88760659244 433244.9332404613, 208093.7200809462 433223.9050628999, 208023.1594824508 433294.8454674287, 208044.9870083171 433315.5566574207))",충청남도 공주시 우성면 내산리 68-1,31400,36.4976537,127.090067,"POLYGON ((149.50374040248886 55.81000771528534, 454.0978558772707 365.4730612836219, 361.68671621872807 457.50305211910717, 54.2151679850283 146.44944062901223, 149.50374040248886 55.81000771528534))"
5,5,4418010200105390002,4418010200,답,2912.0,"POLYGON ((164690.79277649723 418381.63795964594, 164688.8887881362 418381.7779300739, 164687.4518211052 418380.2709194935, 164684.93889142407 418376.79090712895, 164680.04498580977 418372.85186240054, 164671.6351461145 418366.20878462, 164649.25756784924 418348.85357532516, 164642.48669345726 418343.73551103077, 164629.5089288608 418334.2823852027, 164628.10696686813 418332.4223777149, 164624.28294564196 418335.6782966784, 164620.94892278413 418338.80722391035, 164618.885903949 418341.05617661023, 164614.9368679268 418345.35908607824, 164610.93576975117 418353.83196441946, 164611.13963637268 418362.6289034588, 164609.5265963987 418366.0708542213, 164618.47743455716 418372.555941259, 164625.14831995693 418376.98800904176, 164640.3830566804 418387.2131631001, 164657.14577490662 418397.936336449, 164674.48448917206 418408.64651853556, 164690.79277649723 418381.63795964594))",충청남도 보령시 죽정동 539-2,49400,36.3627868,126.6060958,"POLYGON ((444.91673972450917 214.69177843673265, 436.60983245399717 214.11257457303853, 430.3691298364805 220.7398894961688, 419.4705602976753 236.02942725878808, 398.1953158784885 253.37230302801188, 361.6330824912031 282.6233478437422, 264.3399135184447 359.04987260062484, 234.8992351167134 381.5912266284996, 178.4639111938709 423.2338669009555, 172.38224396330526 431.4069548724519, 155.6455948678652 417.21223766854166, 141.04835518421072 403.56507825931527, 132.01033792026118 393.75007074550916, 114.7097650535681 374.9711077820825, 97.10788988635866 337.92591173244824, 97.84051305489336 299.38596183418315, 90.74384761067063 284.33681549849587, 129.66829218909282 255.76794311318596, 158.6850972523225 236.23340429456417, 224.95094474026072 191.16843938525096, 297.87254280922576 143.89466521496914, 373.3068216257793 96.6676642808695, 444.91673972450917 214.69177843673265))"
6,6,4418032023102280004,4418032023,전,565.0,"POLYGON ((159917.22846143087 426047.0631980577, 159921.24744094248 426046.47026274604, 159928.78648233932 426040.0384233102, 159937.06546373176 426037.24456815823, 159944.6182169586 426050.0085874089, 159951.17722419588 426046.33071296144, 159952.6161839579 426048.31071996037, 159954.05617644632 426048.10974305467, 159959.46620249833 426043.7378564804, 159958.93724196314 426041.36586602766, 159955.48725059282 426042.4718060958, 159950.8613963372 426035.0137916525, 159945.95449434343 426030.87374853046, 159938.5586096657 426026.79266762175, 159927.59168035706 426027.4254983658, 159920.29371155464 426028.90237795166, 159915.94262436632 426036.832254185, 159917.22846143087 426047.0631980577))",충청남도 보령시 오천면 교성리 228-4,11300,36.4316675,126.5532148,"POLYGON ((170.6059368160991 210.30147705410536, 188.14688340072192 212.8173050293348, 221.15869808227475 240.8394374547837, 257.3242617656742 252.9101471691043, 290.0081497134312 196.84327644022812, 318.68983560015715 212.8214384428503, 324.92594843008294 204.11870059829576, 331.21060149009134 204.96989372910974, 354.89494029302847 224.01155068053544, 352.63573850524403 234.41294380046443, 337.5661221729731 229.6382486112785, 317.5408386892128 262.4024003059253, 296.22278831641324 280.6376596286918, 264.0477791533148 298.6651311168241, 216.20233372829287 296.1154701685347, 184.34213358090736 289.7939926039368, 165.20445287625148 255.14493048838642, 170.6059368160991 210.30147705410536))"
7,7,4418034021112710000,4418034021,답,1835.0,"POLYGON ((163124.8524947528 427878.6639020259, 163142.2094675109 427872.04621194355, 163107.14310503722 427780.2343606163, 163089.70613378854 427786.7900499728, 163124.8524947528 427878.6639020259))",충청남도 보령시 청소면 진죽리 1271,14900,36.4479296,126.5885604,"POLYGON ((302.74952830260617 29.55098537948757, 378.57646454699017 58.21607864504179, 227.34040341803626 461.0601632856759, 151.16640201804864 432.6684610075504, 302.74952830260617 29.55098537948757))"
8,8,4420037027101820000,4420037027,답,3944.0,"POLYGON ((196053.47541121644 476465.8187095803, 196150.66090721826 476451.4933377, 196144.70857132412 476411.877543762, 196046.97508196608 476426.0389083417, 196053.47541121644 476465.8187095803))",충청남도 아산시 영인면 와우리 182,23500,36.8867005,126.9562331,"POLYGON ((59.735163584763285 144.12998304440106, 483.645234171241 206.6853431314904, 457.7620039274879 380.2288274481539, 31.464093542247724 318.3932859674179, 59.735163584763285 144.12998304440106))"
9,9,4421032022101510002,4421032022,답,2199.5,"POLYGON ((144172.89396486647 461026.74229412375, 144195.76456990495 460975.03504134016, 144188.9046770071 460971.4449655679, 144179.35490697692 460961.09490166296, 144134.29478386368 460992.2239790108, 144147.58435556115 461013.79301227396, 144157.19414129088 461023.07308539515, 144163.25404729843 461026.2031526475, 144172.89396486647 461026.74229412375))",충청남도 서산시 부석면 강수리 151-2,13500,36.745899,126.3748104,"POLYGON ((285.722244879892 122.36311911537436, 386.94045835741895 348.1979593199633, 357.12439949712945 364.119312836983, 315.76936655775637 409.72775534738105, 118.36098762631104 274.6645801545836, 175.70693614774143 179.8075048486863, 217.35426693880743 138.8839763331164, 243.69451663995864 125.00032123076855, 285.722244879892 122.36311911537436))"
10,10,4421032028108400005,4421032028,답,476.0,"POLYGON ((144188.5364499551 453429.12730781315, 144191.10531048098 453437.08528518456, 144196.2040959503 453448.74327214755, 144199.39009561785 453447.148332416, 144216.7460938484 453438.4566607656, 144209.2154019152 453421.82167552056, 144194.93544703687 453426.0734277094, 144188.5364499551 453429.12730781315))",충청남도 서산시 부석면 봉락리 840-5,18300,36.6777502,126.3757533,"POLYGON ((202.489197306721 273.20255934201947, 213.46698413817097 238.27129859845752, 235.3736752522277 187.06090604022097, 249.314247108943 193.9563287307777, 325.25667102876054 231.53341026990833, 292.88472881207167 304.6136175908339, 230.48416944773786 286.3969040515312, 202.489197306721 273.20255934201947))"
11,11,4423010400104910041,4423010400,답,1332.0,"POLYGON ((206538.11158867145 399995.61517710076, 206539.78358567803 399995.066206318, 206518.7611855355 399965.0400917867, 206513.08019146798 399967.18299060885, 206502.31418475098 399972.4237907932, 206490.43816506374 399979.01156485314, 206486.5941473424 399981.88948661403, 206512.2194853303 400013.94565732405, 206520.5455253707 400007.6038275301, 206527.8285595821 400002.1099760486, 206538.11158867145 399995.61517710076))",충청남도 논산시 부창동 491-41,25300,36.1977612,127.0724263,"POLYGON ((361.7081066661176 235.1186048520889, 368.9991117365834 237.52906425236338, 277.2072381753967 369.000685355827, 252.4353385179927 359.59433655590607, 205.4941096159521 336.5998900816963, 153.71562720967165 307.7009654485449, 136.95842261442212 295.0806384620977, 248.8334111167892 154.73031124165306, 285.12875602467483 182.54028928476976, 316.8775022694063 206.63200004721156, 361.7081066661176 235.1186048520889))"
12,12,4423025324102290004,4423025324,답,1806.0,"POLYGON ((210869.76394888293 392599.5714147943, 210862.55326496923 392581.96942399663, 210821.84538451652 392592.0317366269, 210813.96039471542 392594.83259773126, 210788.3474126599 392604.9291398101, 210798.12898352943 392628.8301271483, 210869.76394888293 392599.5714147943))",충청남도 논산시 연무읍 동산리 229-4,21800,36.131158,127.1202802,"POLYGON ((442.8341642372307 278.57910173198957, 411.28772460406924 355.65266093916784, 233.7853851533765 311.34947769413424, 199.4082800406265 299.03642407828113, 87.74560825064711 254.6657817187619, 130.53895767627284 150.01049829348244, 442.8341642372307 278.57910173198957))"
13,13,4423025326104160008,4423025326,답,2828.0,"POLYGON ((211098.5697039729 390016.14931788883, 211002.83823252493 390023.4118138284, 211004.86176974297 390052.97264554276, 211101.09323889264 390045.6401576933, 211098.5697039729 390016.14931788883))",충청남도 논산시 연무읍 소룡리 416-8,13900,36.1079776,127.1227302,"POLYGON ((464.67956592047824 329.3017041680795, 47.164091296376284 296.95580593899854, 56.15231724600565 167.46300527043275, 475.8496710581503 200.11841142960847, 464.67956592047824 329.3017041680795))"
14,14,4423025329101780000,4423025329,전,463.0,"POLYGON ((211597.40790420843 386492.621560144, 211594.50496532215 386489.86553453596, 211588.69590548734 386496.34840291145, 211591.0947605112 386504.8493823782, 211589.22173756326 386507.18033832405, 211584.6177635117 386507.48526638374, 211590.23065293167 386512.31431924715, 211597.6396130933 386511.6974358607, 211602.94963098757 386508.1955399415, 211607.7116536771 386504.61763620924, 211622.5776076104 386501.1488851483, 211618.46074478183 386493.9138711125, 211605.70086092927 386491.84469125397, 211597.40790420843 386492.621560144))",충청남도 논산시 연무읍 고내리 178,11500,36.0761595,127.1288277,"POLYGON ((225.42138748778524 301.2926289735132, 212.74360658828783 313.3498203765608, 187.44336715602307 284.91502268040074, 197.95560248185842 247.68653187763363, 189.79938713006132 237.46387326032803, 169.71975238051118 236.10133258159837, 194.22963886208515 214.97799137935388, 226.5421434919777 217.72346549109054, 249.68291472521184 233.09589531846638, 270.4330098906892 248.79814621794443, 335.2545294411244 264.0808902447614, 317.2559742216529 295.75323035423025, 261.5886601507222 304.74414637524666, 225.42138748778524 301.2926289735132))"
15,15,4423025330114000001,4423025330,답,3357.0,"POLYGON ((209249.55966286449 389383.28749261226, 209127.07127966857 389396.56554367964, 209125.03426471388 389398.4475000686, 209125.42511995597 389407.81244288303, 209125.94794682946 389418.9883754886, 209128.06088717582 389421.9883873424, 209138.24079719232 389423.43553212157, 209175.01554030128 389424.17208541883, 209180.64351609926 389423.28917680716, 209201.47445296467 389418.2795268019, 209223.61340344057 389411.7979065771, 209236.30540815563 389405.90113899636, 209240.52044470166 389401.6382317151, 209249.97162807113 389385.3984846402, 209249.55966286449 389383.28749261226))",충청남도 논산시 연무읍 황화정리 1400-1,14200,36.1023274,127.1020228,"POLYGON ((529.4073832185275 345.7756798653466, -4.7944069370042826 287.0422629345138, -13.670790413469206 278.7882282057192, -11.923408761993358 237.76278247582735, -9.592162600535517 188.80410687273343, -0.362392510572306 175.67089133372036, 44.04648657257923 169.37755916065333, 204.4523624390946 166.31924496071602, 228.9961917802992 170.21305600830345, 319.8327201132305 192.2558126373256, 416.36761170517826 220.75343153672702, 471.6998512310706 246.6454137827097, 490.0651581945589 265.34042700462004, 531.2139941521459 336.52946216421617, 529.4073832185275 345.7756798653466))"
16,16,4423031026103570007,4423031026,전,233.0,"POLYGON ((203306.1589165707 401287.7331258275, 203307.69080755278 401294.21510453924, 203312.76461050895 401304.8971082255, 203318.436639606 401300.4402251459, 203322.8198740831 401283.0554113961, 203321.08294871903 401278.92641338095, 203317.04792314858 401282.4173280017, 203306.1589165707 401287.7331258275))",충청남도 논산시 성동면 원남리 357-7,19700,36.2095348,127.0369207,"POLYGON ((195.27545064662658 289.83800752313783, 201.96785800050515 261.4438783505018, 224.11609767268126 214.65589905978806, 248.84857333478612 234.1903480041739, 267.9381697487293 310.3581808258094, 260.3553277557833 328.44386577701687, 242.76146998414833 313.14391296170635, 195.27545064662658 289.83800752313783))"
17,17,4423031026108530001,4423031026,답,2140.0,"POLYGON ((203530.93343759677 401875.88849816297, 203543.72098014163 401900.22352523723, 203613.52242440303 401839.71600365004, 203579.27976391042 401832.75553055876, 203530.93343759677 401875.88849816297))",충청남도 논산시 성동면 원남리 853-1,15600,36.2146549,127.0397185,"POLYGON ((79.3585961981484 202.54580674195876, 135.17756777948523 95.9601623928144, 439.52425969267074 361.1606975949567, 290.1551036518292 391.5916960699866, 79.3585961981484 202.54580674195876))"
18,18,4423031028102550007,4423031028,답,545.0,"POLYGON ((204845.6204086316 402208.5262205956, 204852.71384056896 402176.9815455224, 204844.6988991394 402176.7234252488, 204837.47894401895 402177.0083133504, 204833.21394188414 402179.05823431176, 204829.6606454893 402200.11603540136, 204829.01657660044 402204.9289924968, 204845.6204086316 402208.5262205956))",충청남도 논산시 성동면 정지리 255-7,17800,36.2176503,127.0539583,"POLYGON ((229.6155080338877 204.17761113243853, 260.4785698384634 342.3876359493281, 225.5190570021665 343.4988985332087, 194.0283634153032 342.2332828175012, 175.43059733225687 333.24250832250107, 159.9830044600011 240.9826454870896, 157.18537894214734 219.89620129235834, 229.6155080338877 204.17761113243853))"
19,19,4423032028102520003,4423032028,답,3134.0,"POLYGON ((208997.3779577118 405168.68920213263, 208994.2471642086 405156.57123758865, 208993.07619364263 405155.16722934775, 208995.05929930968 405147.3673132721, 208995.70540156186 405140.3873711274, 208995.73782312285 405112.78356137, 208996.4978887476 405108.1496048388, 208983.8908611988 405115.5753611416, 208980.29492836446 405112.7833253837, 208975.08692622694 405115.24622886686, 208969.4109123492 405118.6861184836, 208967.6968840421 405121.3030743025, 208969.39380524828 405125.70306998683, 208968.68777447473 405128.0320431879, 208965.19276999636 405129.8839770497, 208963.91974709064 405131.9509433871, 208960.03673271352 405134.6238656767, 208956.96474660677 405135.0848155616, 208954.97979455697 405132.83180071745, 208952.10776106504 405136.3047329564, 208947.20378491006 405136.93165370624, 208947.27372452122 405140.8526278219, 208950.4626965698 405141.25967375346, 208951.7235996 405147.0436532621, 208948.42358981993 405149.1555883108, 208948.74355981615 405150.97658068733, 208944.17556130775 405152.916497543, 208946.2585040237 405155.73650998867, 208949.42638856996 405161.87951616605, 208949.8062975886 405167.66448220296, 208947.19523997893 405172.5994083774, 208947.75815742326 405177.7513815613, 208952.18702551778 405184.40840347426, 208952.2749682014 405188.1203793, 208974.3497505409 405192.5186864019, 208984.7956943166 405191.53885277174, 208991.29983267584 405179.5830343594, 208998.8558933476 405172.24220029474, 208997.3779577118 405168.68920213263))",충청남도 논산시 광석면 천동리 252-3,14200,36.2442773,127.0998536,"POLYGON ((352.26198626366033 194.35069569685402, 338.551764788128 247.4233178521599, 333.43800337291367 253.56874796381695, 342.0526106495847 287.7478534994537, 344.83928058106443 318.32874262943665, 344.85635564297615 439.2565940244233, 348.15065329325375 459.5606270120361, 293.1961113206731 426.97262087555396, 277.499198797065 439.1878221865375, 254.79456400147023 428.3747365031643, 230.05297974906637 413.27953922724885, 222.58866148275996 401.8073592525657, 230.00987823684517 382.539362776626, 226.9408436783666 372.3333333004406, 211.70499609631307 364.2045573477765, 206.16172838286295 355.1437817895604, 189.23716897741068 343.4166518324747, 175.84014428405922 341.3834663340875, 167.1722693356577 351.24460955037193, 154.66088144448003 336.01733774989856, 133.27399674614554 333.24882935159945, 133.59661919877357 316.0720078976059, 147.5078035023301 314.3031595901344, 153.033418678368 288.9701827781078, 138.64919746635064 279.70329229295635, 140.05297369056547 271.72726737923927, 120.13736999646554 263.2082608375844, 129.23520004157336 250.86362581243276, 143.0801346118646 223.96639298728218, 144.76311536002606 198.62512887955734, 133.3965227232851 176.99428727861874, 135.8748955446711 154.42688304802115, 155.22224136153812 125.28351320396243, 155.62246328936095 109.02236096161107, 251.92647129469884 89.85362156767906, 297.484473180381 94.19328461077959, 325.7999516496385 146.59913542237612, 358.72433808784507 178.7922903184832, 352.26198626366033 194.35069569685402))"
20,20,4423034027102670003,4423034027,답,590.0,"POLYGON ((216618.452482561 410878.8838027535, 216612.5425510572 410877.04872445064, 216583.62428539165 410972.1456259585, 216589.3152193203 410973.9197013087, 216618.452482561 410878.8838027535))",충청남도 논산시 상월면 대명리 267-3,18100,36.2961865,127.1847939,"POLYGON ((339.6603930212137 461.99378460308014, 313.8679822433124 469.98338036754006, 188.52751132679032 53.1429754532891, 213.3644673634499 45.41870594882022, 339.6603930212137 461.99378460308014))"
21,21,4423035021100090015,4423035021,전,261.0,"POLYGON ((212393.58179499445 401773.0053703602, 212397.01173624862 401775.3304069331, 212404.9782512113 401803.5343362747, 212414.0053466648 401793.2955441518, 212413.9254324912 401787.7165809997, 212401.0877295112 401773.96747854823, 212393.58179499445 401773.0053703602))",충청남도 논산시 부적면 마구평리 9-15,36600,36.2139228,127.1379486,"POLYGON ((209.23065893463703 332.8292893753767, 224.2054706770803 322.6650110169515, 259.1280712673873 199.1574593570511, 298.4381694666113 244.068346960709, 298.0549659255212 268.50844879156824, 241.97530543703866 328.66118478473595, 209.23065893463703 332.8292893753767))"
22,22,4423035030107040001,4423035030,답,4529.0,"POLYGON ((212045.09537698684 399532.66031417606, 212057.98812714126 399543.325438466, 212070.8808773068 399553.9895627598, 212071.8598568973 399554.8935715585, 212072.8388364716 399555.79858034523, 212073.70481990604 399556.5005887931, 212074.57080334547 399557.20259724034, 212097.05052274888 399500.15432883997, 212119.53024215484 399443.106060396, 212083.40270480278 399428.76960627304, 212042.75540965068 399531.55528596474, 212043.52439493305 399532.17929346114, 212043.65739641903 399532.02329655504, 212043.790397919 399531.86629965255, 212044.4433874496 399532.2633069224, 212045.09537698684 399532.66031417606))",충청남도 논산시 부적면 신교리 704-1,21100,36.193217,127.1343056,"POLYGON ((104.50582452570461 79.95434774227692, 160.80493030521706 33.30987175976486, 217.10416741028942 -13.330138637233347, 221.37968720194058 -17.284547018829016, 225.6552138397366 -21.24333572630593, 229.43665515304684 -24.31349165816829, 233.21809709076118 -27.383647213539803, 330.92414905005336 222.67353094362943, 428.62892650582523 472.7309793763209, 270.9650262077081 535.3176004548236, 94.29284296114872 84.7811802882758, 97.65071297616905 82.05213632670592, 98.22989188914161 82.73634191129653, 98.80906482567505 83.42492836059935, 101.65962540139407 81.68964093038417, 104.50582452570461 79.95434774227692))"
23,23,4423036033104770007,4423036033,답,1964.0,"POLYGON ((215553.840566153 404897.8694278648, 215533.88170165592 404897.8451219568, 215533.9711932278 404996.17945171415, 215554.16905750177 404996.1117619274, 215553.840566153 404897.8694278648))",충청남도 논산시 연산면 덕암리 477-7,20400,36.2423636,127.1728983,"POLYGON ((310.2108451667808 490.96611002902443, 223.1566029131973 490.91657705279476, 224.31175778507534 60.1320971053635, 312.40871703139214 60.5865222187511, 310.2108451667808 490.96611002902443))"
24,24,4423036037105850009,4423036037,답,2949.0,"POLYGON ((215033.4465935591 404799.8031186295, 214997.86025822102 404706.92420761427, 214970.21228410772 404717.4517118709, 215005.84161882265 404810.352623363, 215033.4465935591 404799.8031186295))",충청남도 논산시 연산면 사포리 585-9,21700,36.2406648,127.1668732,"POLYGON ((401.8991995949441 90.76535622205142, 245.98411359064002 497.3828548467413, 125.47154578945512 451.0553831483893, 281.57325706736174 44.34133506711697, 401.8991995949441 90.76535622205142))"
25,25,4423038029104170000,4423038029,전,1931.0,"POLYGON ((227689.5291723621 399430.5799347849, 227681.67731505225 399424.702853256, 227677.78838001253 399422.16281038686, 227662.56837727036 399428.90953073325, 227653.5853374772 399435.370349059, 227644.8062306167 399446.0981419167, 227652.55802101176 399456.3631924791, 227660.70577151052 399469.04823291907, 227666.80358367588 399478.6132627054, 227695.79456405342 399467.37578458246, 227696.62060457908 399464.3878173396, 227700.0927218435 399455.27493191895, 227692.07594884204 399443.99488407065, 227694.17203276415 399437.6409589527, 227689.5291723621 399430.5799347849))",충청남도 논산시 벌곡면 만목리 417,15900,36.1925013,127.3076694,"POLYGON ((327.5249333572702 335.2644551443957, 293.19649069747715 360.9017421402982, 276.199152335216 371.9751658252381, 209.9080060621901 342.20762992660053, 170.8163360837794 313.7792615507397, 132.67304932887242 266.6609365427538, 166.6256542747102 221.7992348667579, 202.33884477904036 166.3415348108996, 229.0678094935098 124.52358801948068, 355.36176758249184 174.15574220590568, 358.9233303363535 187.25695773997626, 373.9414254391104 227.22709768022364, 338.81876959576226 276.53144411904765, 347.8732449776277 304.3959527469167, 327.5249333572702 335.2644551443957))"
26,26,4423040028107060001,4423040028,전,1438.0,"POLYGON ((215540.68366099492 394111.97039708804, 215523.4534640583 394132.4139963087, 215498.05416129628 394163.3664000019, 215505.43891616352 394176.19442628237, 215530.55315688203 394149.4319900061, 215565.39747567658 394113.29676541, 215550.04776609692 394100.9866140435, 215540.68366099492 394111.97039708804))",충청남도 논산시 가야곡면 등리 706-1,15300,36.1449053,127.1725996,"POLYGON ((286.2472807609535 366.55446671027306, 211.2524618423823 276.85913032918745, 100.70709719957961 141.0625324997431, 133.016697166578 84.92168520959257, 242.35121104590482 202.36035601228997, 394.05211409542494 360.9364007681377, 327.00559420168753 414.74619560576116, 286.2472807609535 366.55446671027306))"
27,27,4423041023104490008,4423041023,답,2269.0,"POLYGON ((209118.77283692293 394628.31703841826, 209124.24674368423 394632.02609653515, 209127.65564901213 394636.7421164031, 209127.4866416316 394637.3021100326, 209127.26358127908 394641.36807905266, 209125.21455801785 394643.80303135817, 209124.573550722 394644.5660164288, 209115.374502045 394651.8328271684, 209097.46951626742 394658.81450738886, 209169.68983970585 394671.35752108437, 209178.04343953065 394628.23594073637, 209116.52491378892 394624.2580317573, 209118.77283692293 394628.31703841826))",충청남도 논산시 은진면 토양리 449-8,19000,36.1495905,127.1016133,"POLYGON ((143.70654729928384 342.3503189231046, 167.59911775655291 326.1263194706184, 182.48931615165577 305.48148551832725, 181.75470206204812 303.02743457143913, 180.80029136254694 285.2137982174727, 171.8740869076179 274.5371360874421, 169.08165757791292 271.1916409592954, 128.99090409097812 239.31440037181926, 50.925740410063014 208.64661663730755, 365.98951632608794 154.02749789077137, 402.2283196630401 342.9773623486679, 133.88325685882785 360.1221615398567, 143.70654729928384 342.3503189231046))"
28,28,4423042021104700006,4423042021,답,2496.0,"POLYGON ((205434.75190482577 398034.86780359095, 205433.75995848363 398031.7808096145, 205426.86034386122 398009.5088569869, 205422.07060676208 397994.3518877876, 205408.9393300952 397952.6279733967, 205405.27753468524 397940.8029985676, 205380.8285853214 397948.37257508526, 205393.33689844978 397987.97649448947, 205399.76054502578 398008.3594527951, 205404.88926331647 398024.60241971404, 205409.74699489016 398040.0923876633, 205410.54095489066 398042.3693841686, 205434.75190482577 398034.86780359095))",충청남도 논산시 채운면 화산리 470-6,15300,36.1797392,127.0601036,"POLYGON ((377.8707555057929 60.860177402583844, 373.5357484611781 74.38123834020962, 343.38094703360406 171.9333045256358, 322.4482910820748 238.32121065606287, 265.0603993224005 421.07321869049497, 249.0567640110556 472.8671464046922, 142.4379194881373 439.6395408937776, 197.102285121564 266.1731144465179, 225.17549310708984 176.89510588854068, 247.58949745642022 105.75043533905725, 268.819571722598 37.90384619117239, 272.28878772299873 27.930741665337962, 377.8707555057929 60.860177402583844))"
