,Unnamed: 0,고유번호,법정동코드,지목,토지면적,geometry,주소,공시지가,위도,경도,pixel_polygon
29,29,4427025324106340001,4427025324,답,5088.5,"POLYGON ((175025.10224566347 475763.4910576674, 175087.46293695772 475688.0326016953, 175047.29374605973 475655.5022305555, 174984.74302425253 475733.0306677199, 175020.59230091792 475762.1409983097, 175025.10224566347 475763.4910576674))",충청남도 당진시 송악읍 본당리 634-1,17200,36.8798177,126.7199268,"POLYGON ((229.58983192641267 31.26159278150095, 502.5417222718017 360.99323003672544, 327.7597359349396 504.0020987733433, 53.952003137729946 165.20700581485502, 209.936815400567 37.23325770352534, 229.58983192641267 31.26159278150095))"
30,30,4427025338101941544,4427025338,답,1373.0,"POLYGON ((176386.4196876414 486608.97638766683, 176386.4197881429 486602.510437872, 176333.5891776846 486603.6306079677, 176334.29256564646 486642.65931585256, 176366.22733009607 486641.9868174764, 176366.2278431822 486608.97607380117, 176386.4196876414 486608.97638766683))",충청남도 당진시 송악읍 고대리 194-1544,84300,36.97817,126.734402,"POLYGON ((406.74195861008604 318.2663589707269, 406.8209166047384 346.5888519631483, 176.3874817515061 342.32725655170697, 178.9802992107018 171.36306758232925, 318.2720580428039 173.91870861789988, 318.6755101438948 318.51409535059486, 406.74195861008604 318.2663589707269))"
31,31,4427031022104240017,4427031022,답,1144.0,"POLYGON ((165905.2777407383 483569.15768787183, 165918.93792726565 483550.22004664084, 165917.43296183477 483548.73603499366, 165914.4750110093 483547.03500260954, 165901.84522611354 483539.43886693724, 165891.5863645564 483535.61873838527, 165880.3155166299 483531.42359714163, 165871.22264601017 483527.6054865788, 165866.51754797448 483536.3173459143, 165862.1704635759 483543.96621907596, 165888.35102232406 483559.4115026525, 165902.61978258716 483567.7806575896, 165905.2777407383 483569.15768787183))",충청남도 당진시 고대면 슬항리 424-17,40000,36.9501582,126.6170558,"POLYGON ((317.1118530077623 172.59517645585146, 377.0217825654021 255.30600271411558, 370.4839357281578 261.83276806217634, 357.6127707017114 269.3356860587726, 302.66168420335697 302.83060456494536, 257.98517136763496 319.7441282225258, 208.90155494785887 338.31815958355077, 169.31048978784423 355.2024252604423, 148.63672871742938 317.125401576613, 129.54302518085632 283.6981999706235, 243.45745556505054 215.58347128155748, 305.5433980929761 178.67363407607172, 317.1118530077623 172.59517645585146))"
32,32,4427034033106330004,4427034033,답,2469.0,"POLYGON ((163493.60883961932 471187.16673328175, 163497.8427859401 471188.55178752186, 163523.1895896727 471188.68717522407, 163521.8364986616 471130.0916069743, 163522.2017809962 471111.49875615304, 163512.03195277395 471105.37764745194, 163493.80528747287 471092.65746614436, 163493.60883961932 471187.16673328175))",충청남도 당진시 정미면 대운산리 633-4,27200,36.8382989,126.5908635,"POLYGON ((205.483635611034 76.40769037932381, 223.92405677958985 70.26132656346957, 334.47123520538935 69.19300694301066, 329.66341324541156 325.8840145756096, 331.60359500554785 407.3192705137752, 287.3627180269802 434.3221668167398, 208.10576021551933 490.38209938240004, 205.483635611034 76.40769037932381))"
33,33,4471037032102640001,4471037032,답,76.0,"POLYGON ((231576.10497684366 397707.28435850714, 231544.81533346183 397697.5639406879, 231545.12532354778 397698.0739420721, 231554.4451797777 397703.404050292, 231560.06510810487 397705.64412203943, 231563.8150651334 397706.82417201664, 231567.17503152203 397707.5642189055, 231572.63498249592 397708.40429752134, 231576.6149592837 397708.20436024084, 231576.10497684366 397707.28435850714))",충청남도 금산군 진산면 지방리 264-1,28900,36.1766811,127.3508268,"POLYGON ((321.066584147799 252.0796788298583, 184.43879963143195 294.1675369870814, 185.79890377278804 291.9382247532778, 226.53286686652834 268.7355608994691, 251.08035646522512 259.01121125449043, 267.4549762912806 253.9010168930252, 282.12165796049146 250.71222224802682, 305.9493285010914 247.1184753102328, 323.3054620440294 248.05740716913064, 321.066584147799 252.0796788298583))"
34,34,4476025031101900002,4476025031,답,902.0,"POLYGON ((193513.93559359128 409894.4195367928, 193516.59538998827 409906.61249163595, 193519.3001680374 409919.9934388288, 193520.11713576966 409921.74443894887, 193522.67915128835 409919.54849325214, 193528.71322508244 409911.92263836577, 193529.4932332773 409911.02565650095, 193531.87843661424 409896.53879434464, 193532.9745805865 409886.55288103974, 193534.20265215397 409881.27593670593, 193535.27572929344 409875.7029920907, 193535.93480775 409870.2330404712, 193534.82081549612 409870.2330235578, 193525.64089683894 409869.0808922632, 193518.8589542454 409868.40679402737, 193511.94997760438 409870.03367772, 193506.571991755 409871.56558532163, 193507.4409176722 409876.0475670721, 193511.46280059745 409881.91658696206, 193513.93559359128 409894.4195367928))",충청남도 부여군 부여읍 쌍북리 190-2,85600,36.2869748,126.927891,"POLYGON ((220.71049091708971 237.8261105013694, 232.27210093746615 184.40245898180063, 244.0260794662268 125.77430184770174, 247.58377439980055 118.1008443901078, 258.76570702679624 127.712494309557, 285.10940143972635 161.10020233704446, 288.5144871691753 165.02716295427803, 298.96506124431824 228.48351556576566, 303.7785097505098 272.2262891661683, 309.15210606210536 295.3395565060009, 313.85061646895315 319.7500492145609, 316.7430505517205 343.71069835097256, 311.8841549908732 343.7143998949514, 271.84788100499986 348.79157923216303, 242.26930387068037 351.7668012261936, 212.12916071023395 344.6623067946952, 188.66703314747264 337.9689001407324, 192.44243078930134 318.3313672714445, 209.96557509351868 292.6071830735718, 220.71049091708971 237.8261105013694))"
35,35,4476036021101160000,4476036021,답,2433.0,"POLYGON ((177906.05538658268 403078.36791492614, 177916.77531341993 403078.24207668233, 177927.48626124003 403076.722248147, 177934.6132574705 403073.6483768034, 177937.9993199082 403067.90746814903, 177939.11945940237 403058.0885542837, 177940.40248105818 403056.046587957, 177940.05863075636 403046.2306520983, 177931.4518556604 403035.25760041224, 177927.82000697782 403026.86760514823, 177926.62011669006 403020.1156348107, 177924.63018873462 403016.24263229466, 177923.6132019144 403015.83861988655, 177921.7682379684 403014.29660308704, 177912.39722157014 403019.7614238835, 177904.3642284143 403023.05328009656, 177899.25224566972 403024.2881946678, 177891.88621780524 403029.5820467558, 177891.2911672499 403033.22901207674, 177890.17616348865 403033.999989904, 177890.5600974188 403038.2239658409, 177886.14094025904 403050.7598110168, 177891.65680799983 403057.0008497229, 177895.40866799635 403064.5808525031, 177900.13154010038 403070.9008787509, 177900.88651520186 403072.2078808528, 177903.32543634978 403076.3248883826, 177906.05538658268 403078.36791492614))",충청남도 부여군 홍산면 토정리 116,16600,36.225107,126.7543493,"POLYGON ((219.63294161923042 135.09536861554454, 266.391417906262 135.5276380614664, 313.1261259263378 142.06687698289085, 344.24586664452187 155.45388742694797, 359.07821808975575 180.56619352671225, 364.07231245188893 223.56861005762008, 369.6909924921308 232.49986023132897, 368.29957661717026 275.5054632563811, 330.88072931826866 323.67180353336164, 315.1324415398665 360.46709858111876, 309.97348803244194 390.05953730006377, 301.33686145275396 407.04851825049354, 296.90556627862645 408.8297046982468, 288.8754830872883 415.60546451350086, 247.94184050445028 391.76910050299875, 212.86818934859423 377.4372766739203, 190.5577486148764 372.08411837886183, 158.3709956330505 348.9745654942261, 155.73523421031263 333.0044999478937, 150.86342010290463 329.63937874244056, 152.491285517093 311.13065931681643, 133.07763224714674 256.2625617982648, 157.0670640182136 228.86043740035865, 173.34766431458456 195.61217183012266, 193.87748490813473 167.87285103576568, 197.15600272868605 162.13873280350057, 207.74831207607434 144.07580266866705, 219.63294161923042 135.09536861554454))"
36,36,4476042029107260003,4476042029,답,4974.0,"POLYGON ((188093.82303107344 404361.70325148874, 188161.757831375 404409.90993971506, 188167.3789134672 404401.8880807914, 188190.44025020467 404368.9816595292, 188196.19233468332 404360.7418041044, 188128.2575318019 404312.7031146699, 188122.51844834496 404320.86997080833, 188099.48111336838 404353.65039333294, 188093.82303107344 404361.70325148874))",충청남도 부여군 장암면 합곡리 726-3,15800,36.2370853,126.8681242,"POLYGON ((31.547905866896002 248.78147652979675, 327.57417992429254 37.190461219219685, 352.139368942025 72.29944125957559, 452.92126056308473 216.3199399329079, 478.05890144056843 252.3832331341062, 182.0324464409155 463.2371098054275, 156.95180621325215 427.49373115223875, 56.274798723367724 284.02584769580034, 31.547905866896002 248.78147652979675))"
37,37,4476045029105510003,4476045029,답,4248.0,"POLYGON ((204965.60609965274 408012.8059973044, 205034.29674424513 407939.6875522485, 205003.64740265033 407910.33728755254, 204936.81677218407 407981.695773224, 204936.43673831134 407984.08575087355, 204944.50654873427 407992.8758132017, 204965.60609965274 408012.8059973044))",충청남도 부여군 초촌면 송정리 551-3,15700,36.2695977,127.0554613,"POLYGON ((177.99385153803303 29.194743458063357, 477.4199316623408 349.6863527046705, 343.6630649336588 478.1871432827322, 52.345379056289346 165.4112656470644, 50.693690032056224 154.94026021661955, 85.91375377824184 116.45265257253675, 177.99385153803303 29.194743458063357))"
38,38,4480035031105950008,4480035031,답,2568.0,"POLYGON ((164267.19024650127 432848.67041875725, 164249.73091004704 432945.7384369129, 164268.57472097367 432949.1016963705, 164282.48727628918 432905.53022878396, 164292.32766909088 432874.71060535824, 164302.52190422703 432854.16791120975, 164267.19024650127 432848.67041875725))",충청남도 홍성군 은하면 장척리 595-8,14100,36.4936402,126.6012502,"POLYGON ((233.40978493112152 457.6310219677992, 155.50688086422917 32.73634365785978, 237.6349238232359 17.661613892105237, 299.10204390504975 208.2763912657177, 342.5775723753485 343.104971522587, 387.4107110141364 432.90858545757254, 233.40978493112152 457.6310219677992))"
39,39,4481032021109700000,4481032021,답,2454.5,"POLYGON ((189571.59993423757 445540.26243594754, 189552.50018908994 445532.7321973981, 189534.99036238063 445529.7519499151, 189533.4603355282 445532.2219082516, 189534.35932825366 445597.2814445711, 189556.77914566468 445598.5417802155, 189571.73898323145 445602.0219848087, 189572.19917585235 445589.2820853954, 189571.93526505257 445583.6081229802, 189571.51938184322 445576.2121708627, 189571.56267798663 445556.9393129818, 189571.5607916088 445549.553367159, 189571.59993423757 445540.26243594754))",충청남도 예산군 신양면 신양리 970,16300,36.6084269,126.8832561,"POLYGON ((326.8545829499618 363.7382781162605, 243.58887169742894 396.8265655120689, 167.23373771553008 409.9750331579489, 160.54724882662416 399.1633837905934, 164.12280626238976 114.16116194352148, 261.9032643854939 108.52073281838531, 327.1342611105307 93.19591528366351, 329.2088667077729 149.00140559418162, 328.08780756524044 173.8579600347403, 326.31301473431455 206.25860749649382, 326.60383980392135 290.6843552444427, 326.6346950659322 323.03897062505064, 326.8545829499618 363.7382781162605))"
40,40,4481040024101420015,4481040024,과수원,8273.0,"POLYGON ((180592.86035027183 453119.0573400984, 180593.3173355872 453119.79334162467, 180601.5913231132 453116.618492392, 180603.19019138595 453124.4254587013, 180608.2270289329 453132.5764752487, 180611.02790724457 453139.15046921757, 180614.73180785353 453143.83749113546, 180618.37473859807 453146.5915265394, 180619.04069682743 453148.9905188703, 180622.2155624799 453156.20851377933, 180627.4974045962 453163.9435371916, 180625.78135786325 453167.8134819616, 180658.59760779422 453200.8387395962, 180683.7750323721 453226.17293729674, 180705.02616152802 453207.5244028574, 180728.7723340765 453184.8489367835, 180715.66166734128 453169.46685015934, 180702.45199596617 453154.4347594079, 180668.7748640323 453114.1395427624, 180647.95440501036 453088.94641092815, 180618.07736988965 453105.62882759003, 180592.86035027183 453119.0573400984))",충청남도 예산군 오가면 신석리 142-15,36900,36.6766893,126.7836829,"POLYGON ((-54.02511449761221 416.24017734766323, -52.03920909006547 413.011598514681, -15.920349443993473 426.83698325893397, -9.023811997088842 392.6227930977966, 12.864291701592919 356.8674333558064, 25.01568558588278 328.04236659260073, 41.1243072051862 307.4742246055172, 56.98607867179908 295.37412317336157, 59.867057127130664 284.8587651390624, 73.64333915678671 253.20897156363463, 96.60431066377805 219.27349074792212, 89.08148380051443 202.33821786373755, 231.8875685069836 57.34684335461952, 341.45265035255443 -53.877996328198606, 434.3250231416441 27.602134206285115, 538.1188513240102 126.69787177839012, 481.08627965309836 194.20808725902805, 423.61866032185014 260.18621307481, 277.1292934569793 437.03135589473834, 186.56756001925893 547.5953799113964, 56.092931439576006 474.8138030680391, -54.02511449761221 416.24017734766323))"
41,41,4482525027100230000,4482525027,전,1736.0,"POLYGON ((140537.25409928776 462546.5525606009, 140538.38416236735 462541.79261480237, 140549.16433361027 462524.91290921974, 140548.28436366428 462523.37290795986, 140526.20512114785 462484.50287812325, 140518.195429268 462468.192884543, 140493.80538196792 462483.84239436704, 140537.25409928776 462546.5525606009))",충청남도 태안군 태안읍 평천리 23,33700,36.7592696,126.3339062,"POLYGON ((316.4400293948549 72.30103752548257, 321.5129996316796 93.11595137816059, 369.04073978757606 166.72341721975096, 365.2496298351299 173.4956826577027, 270.1346737295915 344.42553538247745, 235.697050767189 416.11009646300727, 128.85012800538993 348.3061788286467, 316.4400293948549 72.30103752548257))"
42,42,4482533022100820000,4482533022,답,740.0,"POLYGON ((132654.84957641643 463063.1008061039, 132654.21257788327 463063.33379469806, 132647.32263252715 463063.2736916186, 132638.2626107682 463069.4235071071, 132631.0626051629 463073.5333665882, 132626.7426284915 463074.2232962382, 132616.71263203485 463079.19310642406, 132611.14262679216 463082.4329972416, 132617.71851529373 463086.43906457373, 132623.7564198493 463089.6561300258, 132626.84035468835 463092.39115487156, 132644.84215328266 463096.44939351897, 132654.84957641643 463063.1008061039))",충청남도 태안군 근흥면 수룡리 82,25100,36.7639363,126.2455371,"POLYGON ((337.067694958346 334.40778623405686, 334.2816073266772 333.40926280016873, 304.23520902755246 333.9103240967098, 264.51121383556045 307.2863992030356, 232.96921137509054 289.53346445377053, 214.1051678695635 286.66067149091083, 170.19136589906367 265.23885445557517, 145.78798068516255 251.2402375429172, 174.32909697405827 233.46626523490733, 200.55110118446976 219.16677946500738, 213.90678666608682 207.08067762031294, 292.2771028389595 188.68380713726555, 337.067694958346 334.40778623405686))"
43,43,4482535027103810001,4482535027,답,3383.2,"POLYGON ((133748.70118793682 466575.58261192834, 133732.58171553616 466548.92257930664, 133638.80158986754 466605.97071711393, 133654.97107211035 466631.9507558134, 133748.70118793682 466575.58261192834))",충청남도 태안군 원북면 대기리 381-1,12000,36.7956428,126.2570506,"POLYGON ((504.9516850769571 324.9777136270469, 435.5537991342813 442.2983998780821, 24.626341045874142 195.6145610548246, 94.26452634178361 81.26984212188827, 504.9516850769571 324.9777136270469))"
44,44,4476037028100130000,4476037028,답,843.0,"POLYGON ((174578.7747665614 398329.55557056924, 174583.9116814899 398332.84762416896, 174589.82864160335 398332.75171328185, 174583.5068916105 398318.97771579516, 174582.5900022299 398312.00475119957, 174586.89205335837 398306.57385375, 174589.37602102113 398307.5768838156, 174592.80299305543 398307.8469331354, 174597.9779779473 398306.44002039067, 174598.15502480694 398303.2220457026, 174599.91905958188 398300.0710942587, 174605.3669718327 398303.39715226484, 174610.46585813447 398308.62219168176, 174614.91488563942 398304.70328577975, 174609.6509921781 398300.03423998086, 174599.1422551143 398287.3511722249, 174588.56044119972 398279.8440669279, 174580.17350296414 398279.6299430793, 174575.0532159125 398301.22871443856, 174578.70804093464 398311.22869864234, 174578.7747665614 398329.55557056924))",충청남도 부여군 옥산면 대덕리 13,9700,36.1822328,126.7175154,"POLYGON ((211.7443535776569 136.76991343809703, 234.10820980108656 122.28245773813464, 259.91741535041973 122.62717320244684, 232.51876052126698 183.04936335992028, 228.60811933861817 213.60844658243002, 247.44127097730131 237.3454337004855, 258.26281949031215 232.91965289162576, 273.20676256723283 231.6929183627058, 295.79626975442955 237.79039786496543, 296.60933045936036 251.88554935072838, 304.3434747424733 265.6668557560706, 328.0633313994936 251.0265236560728, 350.2367776048469 228.07153340832866, 369.6917356845619 245.1829274582162, 346.7915263631657 265.70429378437836, 301.1167188383208 321.40060588855044, 255.05759680038665 354.42287970473546, 218.47925381445026 355.46788073623526, 195.87189848258936 260.91259794396194, 211.6860766398791 217.05771796414342, 211.7443535776569 136.76991343809703))"
45,45,4423039022105080000,4423039022,전,1590.0,"POLYGON ((219964.40466673806 393556.93973096705, 219969.3685783397 393560.5617826222, 219970.79449814424 393565.18477344245, 219967.53841350257 393572.1326770426, 219967.27134362573 393576.8166415499, 219966.87123871827 393583.848588279, 219972.58190795727 393602.9895473019, 219982.7319003967 393599.07372884743, 219992.5349300508 393592.87592038384, 219992.85093044446 393592.7129263128, 219989.826252285 393572.98801229167, 219988.89446708473 393559.3510894708, 219987.27567986993 393546.1441532535, 219990.52793644663 393527.95832493645, 219978.2490009229 393529.0781295758, 219973.64998838343 393531.89604032354, 219967.38297120226 393535.74191865954, 219964.61788686362 393542.4568313353, 219958.93285391765 393547.0807133572, 219964.40466673806 393556.93973096705))",충청남도 논산시 양촌면 도평리 508,14900,36.1396569,127.2219667,"POLYGON ((196.60826047159327 286.11312864533124, 218.29547897667558 270.2949969248509, 224.56098253003245 250.05647625557233, 210.42807763982302 219.58593890915586, 209.3098473758248 199.0633614257699, 207.63474004603705 168.2532153610056, 232.7337939065544 84.45603080435106, 276.9663091667588 101.71237005328572, 319.66266917030566 128.9624186364816, 321.0393510825224 129.6796420189235, 307.64984553256204 216.06190685663498, 303.4496899743882 275.7943534875554, 296.25733577771194 333.6362006826147, 310.26137416900457 413.3387804757832, 256.7155659852346 408.3101051722371, 236.68414999514636 395.9191366073046, 209.38762691306448 379.00808432887277, 197.3940338356557 349.5631688801018, 172.6436489498161 329.2496202902364, 196.60826047159327 286.11312864533124))"
46,46,4418033021102390009,4418033021,답,2466.0,"POLYGON ((157759.43753205225 431625.79349402507, 157743.34999682705 431669.30692881194, 157746.33789903595 431674.34893622797, 157747.1608217123 431679.09091334254, 157748.85076645692 431681.9389175653, 157761.24559027178 431687.5820618769, 157758.89150675855 431694.2949765972, 157780.02538388185 431692.1023104878, 157782.6143676766 431691.91035081947, 157788.2703411529 431690.90044332296, 157793.13231601674 431690.18752168666, 157795.4043133749 431689.2485628107, 157779.48243750058 431622.2508215763, 157772.7324761481 431622.99071464455, 157769.88847200663 431624.6616594865, 157767.40047451388 431625.71561426425, 157762.584480467 431627.6825272728, 157759.43753205225 431625.79349402507))",충청남도 보령시 천북면 하만리 239-9,38600,36.4822674,126.5287453,"POLYGON ((210.6732865654679 414.7445956923832, 139.57886280072324 224.47804923005623, 152.50304474170997 202.32740445955676, 155.9910377961952 181.5374557699019, 163.3009914384378 169.0255036688725, 217.24091849768814 144.03998945394346, 206.83029576116962 114.68439798076159, 299.05309913198494 123.83665327695192, 310.34912102584985 124.6220871183472, 335.03934664225153 128.92488078628992, 356.26018813606504 131.94373947129475, 366.1895851777906 136.0082198830367, 298.17460109383296 429.8339169030193, 268.71890506194984 426.73738222663644, 256.2791569236236 419.47870327248984, 245.40528643484146 414.9151370047488, 224.35838911715265 406.40222358052495, 210.6732865654679 414.7445956923832))"
47,47,4418036024104900075,4418036024,전,908.1,"POLYGON ((164322.74435985438 413445.37627070537, 164329.76431156037 413445.2363767417, 164352.82418000227 413442.96673817205, 164354.1841750291 413442.64676083473, 164347.80463146773 413415.1968640592, 164336.46471136168 413415.2966936806, 164330.9847345386 413416.3766038797, 164324.12473904993 413419.3664796093, 164319.30474222908 413421.4663922983, 164317.5447475321 413421.95636242104, 164313.96476335474 413422.61630408675, 164314.74472888492 413424.5463017875, 164322.74435985438 413445.37627070537))",충청남도 보령시 남포면 봉덕리 490-75,65300,36.3182568,126.6028453,"POLYGON ((200.5086171796756 198.75784082728973, 231.12936746031576 199.24438625344123, 331.74798953769016 208.77228752929466, 337.68547371276804 210.14955912721976, 310.351801144352 330.51347504083657, 260.8899504900779 330.28005985450625, 236.96920805105378 325.64787854522604, 206.9951739196099 312.67359018400276, 185.93470400693118 303.56126315089733, 178.24954850244566 301.4465286860203, 162.62329566122457 298.61995565596635, 165.9906076571745 290.15121667943936, 200.5086171796756 198.75784082728973))"
48,48,4476045029104280000,4476045029,답,1990.0,"POLYGON ((205020.69513715175 408902.52167438914, 205032.1241327436 408897.666882594, 205034.59010177737 408898.5849138922, 205043.09106962197 408896.86505564826, 205054.11999119865 408897.0372228996, 205059.10894692346 408897.6912945616, 205067.15002687604 408888.83747874375, 205073.0940658336 408883.6116057477, 205081.15616575626 408873.4407993789, 205088.15632958256 408859.5630024791, 205094.61343638052 408849.66416970646, 205091.72260109478 408840.1791912929, 205090.48972634377 408832.5322254624, 205085.99070400887 408836.0191325818, 205084.38370138526 408836.91410183493, 205079.955672271 408840.8130071837, 205064.15048989526 408859.8676337269, 205054.02364056095 408854.55851585977, 205051.76261405708 408857.31146224577, 205020.1321640961 408901.0106762668, 205020.69513715175 408902.52167438914))",충청남도 부여군 초촌면 송정리 428,15500,36.2778111,127.0563391,"POLYGON ((76.5039614901024 124.29708527755145, 126.341846606225 145.59394971016258, 137.10003596909016 141.57847584719343, 174.1745526007196 149.13442338373176, 222.280077621176 148.40822843866658, 244.04217442125045 145.55556549474102, 279.09263982875694 184.36298220377068, 305.0055692677383 207.2717326890401, 340.14424396825154 251.84875057623861, 370.64152831971694 312.6627155879709, 398.78022843342814 356.0442123029362, 386.1470653563674 397.5887228520364, 380.7501282401723 431.0854962284223, 361.13568017685736 415.79847818430335, 354.12871199136396 411.87366963708155, 334.8249433006536 394.78195953701476, 265.935954743609 311.2668230638455, 221.7521900067944 334.4992820713322, 211.89724141245298 322.4333838823449, 74.04462501724433 130.91506303091003, 76.5039614901024 124.29708527755145))"
49,49,4479025023101130009,4479025023,답,2546.7,"POLYGON ((183089.00328333664 428185.5307408399, 183131.27274855503 428200.7412739204, 183133.58283832326 428193.7513596552, 183137.00302205983 428180.06151076604, 183142.44330616848 428158.8217472505, 183140.86342917866 428151.48177632823, 183137.81351572805 428147.2317606753, 183123.40375439334 428138.3416057616, 183118.16386623855 428133.4615613485, 183112.91393982407 428131.10149854794, 183101.57403109464 428130.45133071335, 183089.00328333664 428185.5307408399))",충청남도 청양군 청양읍 교월리 113-9,128900,36.451496,126.8116534,"POLYGON ((141.1188452924916 146.9144356571729, 325.3543568264988 79.9204297306432, 335.4896790939842 110.52115179374513, 350.52383879649 170.4625553877109, 374.43313167000673 263.460351993767, 367.6047018639076 295.6277982817828, 354.3382299288959 314.2717487242793, 291.56374768273207 353.33971158250074, 268.75083479714334 374.7623664377604, 245.87269465448765 385.14592687896743, 196.41774162660528 388.0911628073766, 141.1188452924916 146.9144356571729))"
50,50,4471039027103740001,4471039027,전,2549.0,"POLYGON ((244579.56028186082 401588.6350296689, 244572.74737109462 401585.7699426184, 244572.72155929098 401573.6830221605, 244559.7884690097 401584.9367465084, 244541.7552381588 401607.37631751655, 244559.44287898566 401623.01048930304, 244569.23175891401 401626.603617839, 244573.48556632575 401637.1906139991, 244578.26746366045 401641.77465807996, 244582.57836760156 401646.1326963262, 244589.14123375 401651.9707598265, 244604.3730018059 401660.46094066394, 244610.60406070566 401654.04908002436, 244612.39809307834 401651.21212670486, 244600.89248973093 401630.5640842563, 244596.42571440863 401618.0040978299, 244593.63485075126 401610.41610459454, 244591.26197847043 401603.20611536386, 244589.2582535014 401586.3711955324, 244579.56028186082 401588.6350296689))",충청남도 금산군 추부면 요광리 374-1,42000,36.2114124,127.4957269,"POLYGON ((265.95355947299726 380.75441642535924, 236.17484126767403 393.1529551711026, 235.79282664030734 446.1015538616344, 179.6353913301578 396.51283753757036, 101.48244923514264 297.80824398341247, 178.9765596602337 229.7154465387297, 221.75150978132825 214.19415680888423, 240.54079366427345 167.9109414294441, 261.4995946051742 147.93669319465639, 280.3991033864424 128.94197276936313, 309.1537512564722 103.5141542977556, 375.7777479558798 66.66244406607254, 402.81198860958625 94.89050104534434, 410.5735103808118 107.35854439068217, 359.9303109787278 197.55361313162416, 340.16801946059513 252.47507595432242, 327.8262581583364 285.6532799015815, 317.3160415815941 317.18492877512324, 308.20126383281973 390.8887840094233, 265.95355947299726 380.75441642535924))"
51,51,4423036040100470081,4423036040,전,351.0,"POLYGON ((220988.25535262487 399463.2426895229, 220988.4735738171 399448.73179079517, 220964.14474302976 399448.3104202942, 220963.94752189706 399462.80831943324, 220988.25535262487 399463.2426895229))",충청남도 논산시 연산면 신양리 47-81,57400,36.192731,127.2332449,"POLYGON ((296.6773686967383 221.96134654225435, 297.47696776760165 285.5335968857458, 191.35766417865088 287.12337899870766, 190.6493484230494 223.60830019542826, 296.6773686967383 221.96134654225435))"
52,52,4420041027105680001,4420041027,답,4600.2,"POLYGON ((195214.0247412133 467746.655168803, 195285.89414822584 467750.4662596901, 195291.47514308983 467683.9268446809, 195252.97548858062 467680.09627370536, 195235.87561694576 467680.0060080482, 195227.03565003249 467682.09585472115, 195214.0247412133 467746.655168803))",충청남도 아산시 신창면 신달리 568-1,22200,36.8081004,126.9467927,"POLYGON ((90.06361864393833 130.81762820602808, 403.5196767330432 113.94819815423477, 428.02185809036644 405.40551676330796, 260.112487609011 422.2784721820901, 185.53057591821715 422.71561621728847, 146.9694243205921 413.5828403362242, 90.06361864393833 130.81762820602808))"
53,53,4482536023100220001,4482536023,전,376.0,"POLYGON ((139879.41255378412 476862.8629967482, 139882.87750268483 476864.4340368948, 139888.1873844471 476869.47207757016, 139900.15634777036 476865.687289273, 139895.33450425378 476857.8772779759, 139891.8146431898 476850.5482826351, 139886.29682733596 476841.27627236187, 139879.78297225526 476835.1042223992, 139879.5169415747 476837.26320124633, 139880.07073457938 476850.61210384656, 139880.3476311969 476857.2790552021, 139879.41255378412 476862.8629967482))",충청남도 태안군 이원면 당산리 22-1,24200,36.8885335,126.3256417,"POLYGON ((225.54407670282728 222.37682068679487, 240.6072195725131 215.3883313459092, 263.6097820846901 193.15707903290638, 315.92622294910166 209.36433745050334, 295.1375028456067 243.72185930564507, 280.01228056531534 275.9322250039536, 256.23336755561223 316.71495035183267, 228.01500267041635 343.95049982020856, 226.78824408639093 334.5022726589848, 228.79210794389684 276.016115978358, 229.79427342510914 246.8058883067753, 225.54407670282728 222.37682068679487))"
