,고유번호,법정동코드,지목,토지면적,geometry,주소,공시지가,위도,경도
50,4471039027103740001,4471039027,전,2549.0,"POLYGON ((244579.56028186082 401588.6350296689, 244572.74737109462 401585.7699426184, 244572.72155929098 401573.6830221605, 244559.7884690097 401584.9367465084, 244541.7552381588 401607.37631751655, 244559.44287898566 401623.01048930304, 244569.23175891401 401626.603617839, 244573.48556632575 401637.1906139991, 244578.26746366045 401641.77465807996, 244582.57836760156 401646.1326963262, 244589.14123375 401651.9707598265, 244604.3730018059 401660.46094066394, 244610.60406070566 401654.04908002436, 244612.39809307834 401651.21212670486, 244600.89248973093 401630.5640842563, 244596.42571440863 401618.0040978299, 244593.63485075126 401610.41610459454, 244591.26197847043 401603.20611536386, 244589.2582535014 401586.3711955324, 244579.56028186082 401588.6350296689))",충청남도 금산군 추부면 요광리 374-1,42000,36.2114124,127.4957269
51,4423036040100470081,4423036040,전,351.0,"POLYGON ((220988.25535262487 399463.2426895229, 220988.4735738171 399448.73179079517, 220964.14474302976 399448.3104202942, 220963.94752189706 399462.80831943324, 220988.25535262487 399463.2426895229))",충청남도 논산시 연산면 신양리 47-81,57400,36.192731,127.2332449
52,4420041027105680001,4420041027,답,4600.2,"POLYGON ((195214.0247412133 467746.655168803, 195285.89414822584 467750.4662596901, 195291.47514308983 467683.9268446809, 195252.97548858062 467680.09627370536, 195235.87561694576 467680.0060080482, 195227.03565003249 467682.09585472115, 195214.0247412133 467746.655168803))",충청남도 아산시 신창면 신달리 568-1,22200,36.8081004,126.9467927
53,4482536023100220001,4482536023,전,376.0,"POLYGON ((139879.41255378412 476862.8629967482, 139882.87750268483 476864.4340368948, 139888.1873844471 476869.47207757016, 139900.15634777036 476865.687289273, 139895.33450425378 476857.8772779759, 139891.8146431898 476850.5482826351, 139886.29682733596 476841.27627236187, 139879.78297225526 476835.1042223992, 139879.5169415747 476837.26320124633, 139880.07073457938 476850.61210384656, 139880.3476311969 476857.2790552021, 139879.41255378412 476862.8629967482))",충청남도 태안군 이원면 당산리 22-1,24200,36.8885335,126.3256417
54,4481040027100140041,4481040027,전,5878.8,"POLYGON ((180550.38647850117 455929.4966856712, 180550.92608441677 455954.8665040838, 180545.8560433362 455959.9863877997, 180529.09596634554 455973.08603203273, 180539.91574133124 455982.4961279756, 180543.64565997952 455985.9861592051, 180546.1956087576 455988.08618270035, 180560.98569591535 455975.27650600893, 180570.47547446864 455985.0965784347, 180581.50556894284 455973.6268338957, 180603.61506221813 455995.9070071274, 180605.70507991253 455993.74705543456, 180593.48536006818 455981.4269597356, 180584.19557295874 455972.0668869392, 180583.2656013865 455970.66688311705, 180595.52572993888 455956.3871785209, 180604.75578534495 455948.3273807793, 180605.97575076565 455949.987387114, 180610.56578142257 455945.77748920606, 180616.4357765936 455943.25759833213, 180629.68580938946 455934.7278659215, 180642.595796278 455929.3481047081, 180640.9458508112 455926.598099917, 180638.18594202996 455921.99809190125, 180635.27600360778 455919.3980666115, 180615.65638527102 455904.04787979164, 180619.5864585003 455897.387990067, 180612.22656756343 455893.84790338785, 180546.23711094007 455890.3669147272, 180546.26704121946 455894.8868813589, 180555.78695609723 455895.8270207088, 180550.22671631494 455914.10679839796, 180550.38647850117 455929.4966856712))",충청남도 예산군 오가면 분천리 14-41,33800,36.7016868,126.7827072
55,4477033030100460001,4477033030,전,122.0,"POLYGON ((179917.92549229795 387770.7530142077, 179903.2075996637 387770.32279756246, 179911.211270702 387788.6907899184, 179913.27441112927 387778.33089238056, 179917.92549229795 387770.7530142077))",충청남도 서천군 기산면 가공리 46-1,11100,36.0874961,126.7769537
56,4427031021105190008,4427031021,전,1319.0,"POLYGON ((164633.39830841398 481058.6506571529, 164637.49630616407 481056.739735207, 164641.06831368603 481054.4588080427, 164654.28131859287 481047.50906585803, 164668.5204082401 481034.545386373, 164669.30041265284 481033.8674036808, 164692.90054585243 481013.37992711656, 164685.05372528295 481005.6748662491, 164669.2151035801 480989.0757515503, 164660.2889611553 481002.7975070153, 164652.96989391354 481010.8343315642, 164659.75276245695 481015.9603961347, 164644.3266663022 481029.94204939535, 164650.89351789866 481036.2761012193, 164647.57243181684 481043.5289934901, 164647.46942911675 481043.75599013374, 164647.2344230257 481044.2689825133, 164644.6723562073 481049.89089919697, 164633.39830841398 481058.6506571529))",충청남도 당진시 고대면 용두리 519-8,66800,36.9273324,126.6034292
57,4423038021102640005,4423038021,전,840.0,"POLYGON ((224025.98352085112 401124.4341559271, 224033.2615433835 401119.8062990842, 224037.2055456901 401117.94237231836, 224034.82867495963 401110.5703854596, 224031.33586782508 401099.54840604693, 224007.4027938795 401114.75693536573, 223992.26078469458 401121.9346540532, 223999.51342406517 401142.2306287609, 224009.7524646658 401135.14083406597, 224016.47449359248 401130.33896984224, 224025.98352085112 401124.4341559271))",충청남도 논산시 벌곡면 한삼천리 264-5,41500,36.2076513,127.2670412
58,4427031022103950002,4427031022,전,598.0,"POLYGON ((165949.84775654948 482768.32562646765, 165951.2607724775 482766.5846618546, 165951.989851652 482761.08871598693, 165955.58795687684 482752.4658387924, 165957.42198200437 482749.9178869755, 165962.09897012505 482748.34197145246, 165959.27205137373 482744.49495783506, 165949.87626025622 482735.6718816576, 165937.49723912586 482743.24963148846, 165934.0572317234 482745.45456119365, 165930.78793523696 482766.3063480583, 165938.8539147777 482763.5864937657, 165949.84775654948 482768.32562646765))",충청남도 당진시 고대면 슬항리 395-2,44900,36.942993,126.6177037
59,4476044022108060003,4476044022,전,352.0,"POLYGON ((197843.65270965543 402906.88296797755, 197843.70068512802 402908.47795765544, 197827.6305376799 402925.47259607824, 197847.7601910512 402939.20580636046, 197845.96730255842 402932.6678244553, 197845.25539174062 402927.1118521451, 197847.76753873494 402916.285965267, 197853.60275426213 402899.43817053246, 197843.65270965543 402906.88296797755))",충청남도 부여군 석성면 봉정리 806-3,13700,36.2241675,126.9760019
60,4481039033102390001,4481039033,답,3240.0,"POLYGON ((183602.02732913994 457002.2766363564, 183596.85260522144 456986.84767192404, 183596.73162359 456985.7136785363, 183588.60764530816 456988.21253467794, 183559.826086212 456973.44320156716, 183556.3590977516 456974.3621412775, 183554.86007977632 456976.2501040715, 183621.00187716313 457087.3822926987, 183635.39157862356 457034.9349064145, 183629.60468874619 457030.57184984797, 183634.3927161964 457026.4869541572, 183616.4280265263 457014.9887632601, 183605.69423869427 457006.3826621766, 183602.02732913994 457002.2766363564))",충청남도 예산군 신암면 탄중리 239-1,15500,36.7115234,126.8165166
61,4427038032101990000,4427038032,전,219.0,"POLYGON ((182150.56505110575 479178.9613055863, 182151.30008110462 479176.67133456486, 182152.26521904522 479167.32342122414, 182134.38523876795 479174.80308598373, 182122.32332286108 479175.29389474925, 182112.27645034983 479172.0067637915, 182115.61537906702 479174.9597930497, 182119.2173152311 479177.30483105726, 182123.81925883374 479178.68189202604, 182128.59321988752 479178.85196492396, 182136.30212585902 479181.13006727875, 182147.42405455332 479180.27624668897, 182150.56505110575 479178.9613055863))",충청남도 당진시 신평면 매산리 199,63200,36.9111694,126.7995526
62,4471038029101230001,4471038029,전,856.0,"POLYGON ((234420.14954102985 406926.5336239658, 234427.09667394366 406914.9748094229, 234432.7378325902 406902.3179820081, 234438.2069954659 406889.4621532642, 234439.40606450292 406884.49420526496, 234423.5581587596 406885.2279545723, 234423.94803928304 406892.76590993325, 234421.3849341759 406900.6468171939, 234398.90008382147 406900.6614684211, 234394.4721125493 406900.7123994139, 234394.6690781313 406902.8473881119, 234399.29997280962 406907.64942763327, 234406.15875935648 406918.4674612464, 234408.31669102894 406921.9464713151, 234415.53852847635 406929.3255336862, 234420.14954102985 406926.5336239658))",충청남도 금산군 복수면 지량리 123-1,53300,36.2594557,127.383006
63,4415040023105720000,4415040023,답,565.0,"POLYGON ((191122.84909286126 437964.3115947616, 191126.62601655434 437967.51062947937, 191127.2780996312 437961.79068104934, 191128.06215133856 437958.0527202415, 191124.01936221938 437946.20874425466, 191119.2636871949 437927.2638089217, 191115.21089596124 437915.56183174846, 191111.86800866478 437909.78682240576, 191104.24208366813 437908.47971487604, 191098.76412031866 437908.663629474, 191100.54006693352 437911.30863751005, 191102.27600777824 437914.34864206205, 191103.7578823378 437921.827610465, 191106.59674259485 437929.60159754497, 191110.82457930312 437938.25759953546, 191114.51944678577 437945.15860609326, 191116.92744189443 437944.34664894897, 191120.5262833811 437952.9866414018, 191122.84909286126 437964.3115947616))",충청남도 공주시 신풍면 조평리 572,14000,36.5396535,126.9007833
64,4415036035102760001,4415036035,전,1206.0,"POLYGON ((215851.7783538746 443651.1541066875, 215813.3626265943 443651.13750793535, 215815.54542442464 443663.1144562994, 215818.92321717367 443674.8734248492, 215832.19200905363 443682.18757938815, 215837.6987860766 443693.98658084305, 215844.43775514542 443692.904693639, 215854.8597359823 443689.3918812372, 215850.06787604457 443682.5868552057, 215851.013095374 443668.08597365784, 215851.6303413637 443652.0240981574, 215851.7783538746 443651.1541066875))",충청남도 공주시 의당면 도신리 276-1,21700,36.5912789,127.176959
65,4420025022103020003,4420025022,답,1296.0,"POLYGON ((194283.57278289995 470049.89440236276, 194301.91353565504 470056.99263485125, 194319.56019847543 470070.194810681, 194317.5432680529 470066.69380554475, 194301.1485875234 470054.02964518673, 194290.5438376613 470043.04656242824, 194281.6731700292 470025.95655256155, 194269.213419713 470015.88943402085, 194254.92858637415 470012.0232404684, 194232.13471076486 470014.938863391, 194237.03454944363 470022.94987956784, 194241.74141381768 470029.40390443505, 194244.21137054727 470030.999930935, 194247.32037424497 470029.27599232673, 194251.02929976204 470032.2830275362, 194262.48106341413 470041.97613317624, 194283.57278289995 470049.89440236276))",충청남도 아산시 염치읍 강청리 302-3,30500,36.8289747,126.9357304
66,4476044023103810002,4476044023,전,1577.0,"POLYGON ((200985.10615615596 403828.3683064249, 200989.29709909757 403830.2313572642, 200993.299062295 403830.84741385834, 200998.76908995459 403826.56152667315, 201011.21797464974 403828.5317023436, 201011.43509520468 403820.50476115313, 201002.1621590249 403820.48862026224, 200997.75323430367 403817.52557371155, 200999.2303417769 403809.7906496596, 201008.92931707558 403807.0418161475, 201012.27418616513 403814.14381789847, 201014.09830964287 403805.1999074827, 201006.63452196014 403794.60086728114, 201000.64066691234 403787.7698233799, 200985.37788276662 403780.45464188757, 200980.61789673078 403781.68256101874, 200977.73180268795 403789.16946536175, 200977.8095240376 403807.46234004595, 200974.7834575137 403813.2022543377, 200966.1795196699 403812.9941249535, 200962.17048272348 403817.232034685, 200959.04845205817 403820.65696353116, 200961.25537468324 403824.75096877635, 200965.72721786122 403833.04897938715, 200982.17319607866 403827.06527083763, 200985.10615615596 403828.3683064249))",충청남도 부여군 석성면 비당리 381-2,9840,36.232181,127.0109838
67,4423038025103790001,4423038025,전,527.0,"POLYGON ((224154.39834451137 398282.80825471145, 224145.0203241287 398288.2000743976, 224143.23531833186 398289.3510392379, 224148.63724408817 398291.8421055048, 224154.81917933817 398293.37719017745, 224158.64113627982 398294.5232412016, 224165.47897813268 398301.8532970242, 224164.2319390584 398304.93725714704, 224164.9518881312 398307.94024803594, 224171.5268943493 398304.6853709235, 224180.61490737324 398299.898542722, 224174.38118911785 398284.26155198365, 224171.78430255124 398278.0035541195, 224154.39834451137 398282.80825471145))",충청남도 논산시 벌곡면 검천리 379-1,16300,36.1822083,127.2686334
68,4420025031103910014,4420025031,전,521.0,"POLYGON ((200893.002153387 468228.339164751, 200887.67774486123 468193.0003449282, 200875.63092056362 468187.4541980295, 200875.72879658738 468195.3431407672, 200875.82555360207 468210.85002670845, 200875.90831068912 468226.35891241446, 200881.20929829398 468224.6440080248, 200885.81919142604 468229.30304533284, 200893.002153387 468228.339164751))",충청남도 아산시 염치읍 방현리 391-14,58300,36.8125517,127.0099132
69,4420010900101090004,4420010900,전,450.0,"POLYGON ((202269.40281764205 461706.34705305716, 202279.42385526933 461699.2232619729, 202289.70287318854 461693.24246646324, 202303.14177034958 461693.5206739765, 202318.57060610646 461696.80189033283, 202329.28751882308 461697.3620533175, 202331.65156143595 461693.5181185922, 202324.02468296557 461689.3090307528, 202323.35769359372 461688.94102307427, 202310.04484497974 461685.4898409698, 202303.35990133675 461685.01774021366, 202298.6319170119 461686.23465749074, 202291.56091961317 461689.39152389544, 202278.6609153582 461695.72827590257, 202263.0419463136 461701.0849927523, 202258.2489757398 461701.45091530686, 202256.4799396685 461704.5958644772, 202269.40281764205 461706.34705305716))",충청남도 아산시 좌부동 109-4,80400,36.7538375,127.025971
70,4477041027102410003,4477041027,전,371.0,"POLYGON ((161223.91435463002 394838.6675501431, 161217.3304496951 394835.3794759818, 161208.56851340912 394835.24334717117, 161195.74730672105 394855.29601486056, 161194.3992861201 394857.3279804627, 161197.9842053203 394861.0790069189, 161201.24513234003 394864.4560312324, 161223.91435463002 394838.6675501431))",충청남도 서천군 서면 월호리 241-3,18500,36.1506579,126.5689492
71,4477031034103140005,4477031034,전,876.0,"POLYGON ((175535.3170018844 382834.7368851226, 175538.39298247432 382834.6259315761, 175549.54782387477 382840.16305901925, 175547.54427890648 382810.4472344554, 175549.13730683978 382807.8322761711, 175560.77822175404 382808.19544656, 175559.08129614833 382803.9684505447, 175555.16751043577 382791.34347958886, 175539.15253992192 382796.7402044637, 175526.43556334643 382801.0249860011, 175534.89800478343 382834.7348789136, 175535.3170018844 382834.7368851226))",충청남도 서천군 마서면 신포리 314-5,13600,36.0426785,126.7285949
72,4413131022100620010,4413131022,답,1819.0,"POLYGON ((212926.01087845745 459102.8607345198, 212936.7115384858 459119.61977982, 212939.03841735143 459126.2777676712, 212941.44435237994 459129.31378320104, 212985.8357487211 459083.49581304914, 212974.51905440993 459069.209740037, 212966.57224389847 459060.78467703983, 212926.01087845745 459102.8607345198))",충청남도 천안시 동남구 풍세면 가송리 62-10,33500,36.7303012,127.1450356
73,4480036026105370003,4480036026,전,1174.0,"POLYGON ((158849.58407268807 438030.1261498064, 158851.74644145236 438004.604373301, 158865.32936201838 438003.1895886911, 158863.4924420787 437998.78359394753, 158862.1955765099 437990.50563630497, 158862.60773072418 437980.07472053426, 158828.68410746538 437971.77827107627, 158833.89499692136 437976.54631398607, 158836.42191254342 437980.8993195294, 158835.6557927268 437989.22324571846, 158834.3024831281 438010.4230667525, 158833.59120837695 438028.99591711024, 158846.78408611668 438030.6131039448, 158849.58407268807 438030.1261498064))",충청남도 홍성군 결성면 무량리 537-3,17300,36.5394348,126.5404074
74,4482525321107840000,4482525321,전,499.0,"POLYGON ((141152.14810322569 437849.34397077793, 141145.4571450156 437849.921866489, 141134.8321561324 437854.5396727765, 141135.79611581488 437856.7536703495, 141139.6300733072 437857.66572066274, 141142.63303381298 437858.795756917, 141144.96899242458 437860.3887796933, 141149.20091559854 437863.3988200125, 141155.53778966182 437868.6358748446, 141159.688802994 437865.6479595174, 141163.3888121682 437863.166033612, 141178.97979558635 437856.4083177281, 141179.22279532198 437856.30332215514, 141187.83178772705 437852.4674798307, 141191.13079820678 437850.1005470651, 141190.08382686568 437848.7095419998, 141188.5648290082 437849.33251458814, 141184.41383487423 437851.0344396831, 141179.20988774527 437850.1193689351, 141171.00691112486 437852.6932269088, 141166.93992911157 437853.5411597446, 141164.4569942518 437850.4311462964, 141163.12300670554 437850.2701276018, 141154.07209121052 437849.1780007632, 141152.14810322569 437849.34397077793))",충청남도 태안군 안면읍 승언리 784,26700,36.5372099,126.3429205
75,4421038037102920003,4421038037,전,1005.0,"POLYGON ((158830.70837172616 464527.1457660134, 158830.56444127954 464522.65779836965, 158828.24250704912 464519.5087871973, 158829.37859341534 464513.27785249683, 158812.31061114557 464520.6615352909, 158801.28102131438 464499.29353155836, 158801.30197757788 464502.1505098791, 158788.43102156935 464505.7112861325, 158788.54185034698 464516.88120182406, 158787.77475032106 464523.82313667604, 158787.1874705964 464542.4559842553, 158793.55544167687 464541.16309134825, 158830.70837172616 464527.1457660134))",충청남도 서산시 운산면 상성리 292-3,24400,36.7784288,126.5385376
76,4427038022107700000,4427038022,전,635.0,"POLYGON ((176471.6980716217 477646.94096358964, 176486.78112697758 477635.9352818053, 176494.154218857 477626.36946954957, 176492.02529158545 477622.72146463336, 176482.69754318942 477611.0684097941, 176468.55153743675 477618.4091342784, 176463.41430431616 477635.994919487, 176471.6980716217 477646.94096358964))",충청남도 당진시 신평면 초대리 770,48100,36.8971373,126.7360703
77,4420038030100860009,4420038030,전,307.0,"POLYGON ((191401.7047078053 470793.6459265186, 191388.19988421767 470788.7967528762, 191380.22212699134 470777.02871739847, 191367.87214111397 470782.05348732264, 191370.9939819513 470790.78147013334, 191372.52896384828 470791.2074908121, 191377.26690801024 470792.51955466555, 191401.3116062426 470800.3608697975, 191401.7047078053 470793.6459265186))",충청남도 아산시 인주면 도흥리 86-9,34700,36.8357502,126.9034027
78,4413331034101920004,4413331034,전,669.0,"POLYGON ((215967.88428490958 482169.2893142688, 215967.7434421753 482159.42538571986, 215966.13965411994 482146.7934546715, 215962.97795980534 482128.9715377129, 215958.5360957208 482122.46751593804, 215947.9498619385 482142.1812010077, 215941.90173022347 482153.32702195295, 215940.71468105444 482156.9869758096, 215955.0574991898 482161.760167338, 215961.14140745383 482164.70624169894, 215967.88428490958 482169.2893142688))",충청남도 천안시 서북구 입장면 산정리 192-4,53700,36.9380035,127.1790913
79,4480033024110760002,4480033024,전,2490.0,"POLYGON ((170287.87700329855 437545.3387557098, 170306.53677093328 437551.6289922411, 170316.03972752302 437549.89314925123, 170349.05476145202 437531.684784848, 170420.86182417325 437492.8151618267, 170407.16202779525 437486.01900426485, 170399.8020066544 437490.9728559555, 170382.45923791785 437484.1166435737, 170374.76119288013 437490.8094772706, 170343.26984730636 437528.82371825515, 170325.2562862285 437508.6035945908, 170308.7391926478 437522.7632392469, 170295.63502801422 437539.9559132336, 170287.87700329855 437545.3387557098))",충청남도 홍성군 홍동면 홍원리 1076-2,17200,36.5354927,126.6690802
80,4479037029103500001,4479037029,전,1140.0,"POLYGON ((182482.51011294022 420773.6589473059, 182484.11417970204 420768.50300864014, 182468.62141667627 420760.14883366774, 182470.0534890308 420754.70489445986, 182480.76862442528 420740.7441571558, 182475.51768147983 420739.44708684075, 182469.82972212273 420739.43700066, 182463.71172113658 420742.374886798, 182453.42276606508 420744.2427173686, 182447.35585728037 420741.0756481028, 182440.6936405418 420758.49842201546, 182454.5463321819 420772.3305327898, 182463.6201543527 420779.797616789, 182470.37601771601 420785.63667732314, 182473.2220374943 420782.99573943776, 182474.65800460262 420784.49075048184, 182477.03904188963 420780.9138122639, 182482.51011294022 420773.6589473059))",충청남도 청양군 남양면 온직리 350-1,12700,36.3847721,126.8045436
81,4476032035103780000,4476032035,전,704.0,"POLYGON ((186149.13166710857 414673.5770935868, 186148.66072633272 414669.8871126624, 186148.9047869424 414665.7731455856, 186147.3528925638 414659.52316646994, 186144.92600809253 414653.02617585077, 186142.42110453424 414647.82517484436, 186140.05715932086 414645.3081569044, 186134.2991569734 414648.140049545, 186123.56519266826 414650.7748681883, 186118.39518121106 414653.9347674057, 186118.1021113585 414658.6817292428, 186123.21202701592 414661.87278399896, 186127.83191007047 414667.4438144241, 186125.81983905338 414673.06674398994, 186128.62369561393 414681.23072847736, 186137.13766436197 414679.33487094945, 186149.13166710857 414673.5770935868))",충청남도 부여군 은산면 금공리 378,12500,36.3299015,126.8455584
82,4421038024100500000,4421038024,전,1494.0,"POLYGON ((166563.75574336192 463989.39908709686, 166565.77854913354 464001.0810287842, 166564.8035006936 464004.72698598297, 166564.6863714926 464013.2219192609, 166577.5653559334 464007.8611574725, 166585.04512735628 464019.08418624336, 166597.23111850722 464013.62841457233, 166599.47114005266 464011.11246810725, 166601.44022815453 464004.3845496883, 166598.9452838396 464001.98352982954, 166599.83731764203 463999.3345637374, 166605.5513165387 463996.5776723184, 166608.27031601378 463995.265723987, 166611.97834591023 463991.47780972626, 166613.32939348856 463987.7018592775, 166606.49753591564 463981.78379987914, 166600.82359028223 463981.04271864705, 166597.49767280347 463977.30069631326, 166594.60075372417 463973.45068137295, 166594.33182629838 463968.8447124595, 166590.38690512136 463965.65067645593, 166582.58793997855 463967.2355449031, 166581.78982831852 463974.9224739303, 166579.1767596777 463980.6983897645, 166572.85882451743 463979.5923014624, 166568.11083846557 463981.0322177432, 166570.3177289964 463987.0882052519, 166563.75574336192 463989.39908709686))",충청남도 서산시 운산면 고풍리 50,24600,36.7739915,126.6256878
83,4420038026102980003,4420038026,전,364.0,"POLYGON ((188403.32982026672 472809.171051866, 188417.10279649496 472804.04730486864, 188421.58378875972 472802.38038717874, 188420.44883566484 472799.91238821653, 188411.9071888344 472781.32739609876, 188399.5111570711 472789.3571425092, 188401.37405655463 472794.9211293533, 188403.32982026672 472809.171051866))",충청남도 아산시 인주면 문방리 298-3,58800,36.8537901,126.8700481
84,4413137027105620001,4413137027,전,2063.0,"POLYGON ((232284.93139494694 468850.72422106285, 232291.05428048671 468855.15628619015, 232296.21526897492 468853.5433798919, 232301.4242718937 468851.00048110355, 232308.49933379763 468843.89964502887, 232315.63642095658 468835.1808216763, 232322.28952264242 468825.76699567586, 232311.6762148175 468787.0021082604, 232297.79726529808 468790.10986521153, 232286.5262574437 468795.7086455242, 232280.68017763333 468803.380496989, 232275.61505939512 468813.11734587606, 232282.4468950872 468820.3664018313, 232281.53272034205 468831.78030450246, 232284.49457582275 468839.5362952922, 232283.40050502648 468844.48824198096, 232284.93139494694 468850.72422106285))",충청남도 천안시 동남구 동면 덕성리 562-1,24300,36.8174917,127.3619908
85,4480025321103030003,4480025321,전,653.0,"POLYGON ((165997.30324571818 434722.5446768021, 165993.64643913985 434711.5247031259, 165993.66852939402 434705.5427477519, 165993.69864782342 434697.69280633295, 165983.03679423127 434693.1866785325, 165974.32167148014 434705.5424553084, 165973.14065485026 434707.2164250636, 165968.8165253498 434717.88528069865, 165981.25826408528 434729.12538553955, 165997.30324571818 434722.5446768021))",충청남도 홍성군 광천읍 신진리 303-3,45400,36.5100815,126.6202684
86,4480025027104710001,4480025027,전,2813.0,"POLYGON ((170543.96010406257 442484.830997188, 170530.29096569968 442434.7921615796, 170529.16896093616 442435.6501381382, 170515.34990231582 442446.2118494541, 170511.06778456568 442456.03471127455, 170509.5227223663 442460.87565177074, 170501.98744467483 442482.797374118, 170493.76836365083 442492.11517982744, 170485.63145899714 442489.7930733822, 170471.94863354936 442484.952901345, 170461.67778328384 442480.08878136857, 170469.24456790456 442490.58281834656, 170506.32777204845 442524.93112665904, 170543.96010406257 442484.830997188))",충청남도 홍성군 홍성읍 학계리 471-1,29800,36.5802644,126.6705388
87,4481035023107850000,4481035023,답,1777.0,"POLYGON ((178805.40712167093 447014.7643617117, 178804.54508760397 447017.4053289153, 178803.90606233207 447019.3643045984, 178804.45091890162 447028.4752453111, 178807.80177929503 447035.9862408429, 178811.94568177682 447040.36527175957, 178840.564665098 447027.6878038383, 178843.26555532892 447033.5618015777, 178844.58151607553 447035.4938073764, 178841.63976962908 447020.33987483045, 178848.09581922577 447013.9930207383, 178847.05596029077 447005.2750695289, 178848.26404185267 446999.3641318872, 178843.69616366792 446993.6011047511, 178839.38531013785 446986.1030944261, 178835.6863879876 446982.7950623706, 178830.7534534501 446980.89000101725, 178820.40751577658 446981.7938359764, 178816.62738753698 446991.992702431, 178810.2032942462 447001.17953593493, 178811.90021622812 447005.4615301249, 178811.01413095248 447011.46047203976, 178808.88210738293 447014.02642036637, 178805.40712167093 447014.7643617117))",충청남도 예산군 응봉면 건지화리 785,16400,36.6212794,126.7632886
88,4427038025103840000,4427038025,전,3045.0,"POLYGON ((179990.89877508546 474711.53898419894, 179995.98582043345 474706.1231044194, 180000.2838338933 474703.1511937362, 180004.22982318985 474701.9112643569, 180008.22170465143 474707.608282674, 180012.3166437274 474709.53633139277, 180024.25072878526 474698.2076029058, 180028.8157662066 474693.5587091744, 180024.56189782717 474687.14569226897, 180021.53198161215 474683.2206753173, 180021.60201513948 474681.02269320004, 180030.47305694493 474673.9838844586, 180040.55608255006 474667.39809103566, 180053.15612892338 474658.24035626807, 180060.4591648496 474652.34851446503, 180069.4292570594 474642.0087324813, 180069.827326339 474637.3427743058, 180068.90937576914 474634.6017810274, 180062.95748612052 474630.3917209712, 180015.50547722686 474654.18280385353, 179994.4664689959 474665.0083951071, 179993.45345323437 474666.5213678484, 179987.0253805755 474674.3562083632, 179981.3493526789 474678.93408542254, 179976.1653185078 474683.67596885154, 179971.7392424956 474690.74784621736, 179969.39317847317 474696.0277695085, 179985.78989067202 474706.5789429426, 179990.89877508546 474711.53898419894))",충청남도 당진시 신평면 남산리 384,54600,36.8705711,126.7758875
89,4482536021109890000,4482536021,전,625.0,"POLYGON ((137819.43944327385 479784.15351061936, 137822.47338311712 479786.5365377062, 137828.9432362165 479792.84458570264, 137828.0619401262 479812.8044133538, 137827.5637782627 479823.7243188181, 137838.403922413 479808.58860396186, 137839.35599107784 479803.5706583831, 137841.3520523734 479798.49472911586, 137843.61408554495 479795.1327902389, 137852.611145569 479786.49699562654, 137824.3875396061 479775.2336567881, 137822.73356667464 479774.31163901865, 137819.43944327385 479784.15351061936))",충청남도 태안군 이원면 내리 989,30000,36.9148807,126.3023702
90,4481032033101400005,4481032033,답,2947.0,"POLYGON ((187432.22103299713 442836.8473924423, 187416.07353224285 442811.96532701666, 187332.45329944085 442866.7536420043, 187348.49980317932 442891.48870692344, 187432.22103299713 442836.8473924423))",충청남도 예산군 신양면 만사리 140-5,16900,36.5839343,126.8590241
91,4481037026103190000,4481037026,전,179.0,"POLYGON ((170066.81327142305 458112.7034245797, 170068.20921571675 458115.65842357033, 170070.9820952634 458122.1684167153, 170072.34101250375 458126.9094016174, 170079.6670475703 458121.0225583154, 170082.2911376346 458113.84965278476, 170078.59025215646 458108.18263905076, 170076.51226848215 458108.13560760603, 170070.34929761605 458109.2565047962, 170066.81327142305 458112.7034245797))",충청남도 예산군 봉산면 옥전리 319,23600,36.7211394,126.6650362
92,4427025325100810000,4427025325,전,2163.0,"POLYGON ((176076.88981816493 475014.35907395976, 176089.80779894112 475009.2453129715, 176097.04792910363 474997.26551684586, 176098.60409483832 474985.7826289977, 176101.54018525966 474978.4907303396, 176108.66233879415 474965.0579435287, 176109.5853716536 474962.47897758684, 176107.73154949333 474951.8910301315, 176103.60283215437 474935.64409090346, 176096.67083043925 474939.16595668247, 176092.460827421 474941.4328741868, 176088.052835384 474943.08679332933, 176083.2598475635 474944.6577071545, 176078.87387175395 474945.2516347673, 176075.42182197052 474950.16954365716, 176070.92667271534 474962.03338313336, 176069.89965815537 474963.48035615054, 176079.53749448704 474969.3214603946, 176058.7363130287 474991.29197016306, 176064.0471982286 474996.1020153975, 176076.88981816493 475014.35907395976))",충청남도 당진시 송악읍 청금리 81,48500,36.8732181,126.7317462
93,4423025332113570003,4423025332,답,4726.1,"POLYGON ((204788.96612569081 393632.65202236816, 204798.1653197203 393681.6918282344, 204880.9859986456 393666.03019133897, 204888.5954853602 393630.5635481032, 204891.1575195489 393627.1706100573, 204888.6457416963 393613.6436639826, 204788.96612569081 393632.65202236816))",충청남도 논산시 연무읍 신화리 1357-3,15200,36.1406948,127.053831
94,4413325034100250001,4413325034,답,2995.0,"POLYGON ((212738.92345284257 483041.25967634126, 212738.89392574964 483011.37489993946, 212638.7056668493 483011.62931322365, 212638.76219319497 483041.55008976255, 212738.92345284257 483041.25967634126))",충청남도 천안시 서북구 성환읍 대홍리 25-1,40500,36.9459622,127.1424016
