,고유번호,법정동코드,지목,토지면적,geometry,주소,공시지가,위도,경도
22,4423035030107040001,4423035030,답,4529.0,"POLYGON ((212045.09537698684 399532.66031417606, 212057.98812714126 399543.325438466, 212070.8808773068 399553.9895627598, 212071.8598568973 399554.8935715585, 212072.8388364716 399555.79858034523, 212073.70481990604 399556.5005887931, 212074.57080334547 399557.20259724034, 212097.05052274888 399500.15432883997, 212119.53024215484 399443.106060396, 212083.40270480278 399428.76960627304, 212042.75540965068 399531.55528596474, 212043.52439493305 399532.17929346114, 212043.65739641903 399532.02329655504, 212043.790397919 399531.86629965255, 212044.4433874496 399532.2633069224, 212045.09537698684 399532.66031417606))",충청남도 논산시 부적면 신교리 704-1,21100,36.193217,127.1343056
23,4423036033104770007,4423036033,답,1964.0,"POLYGON ((215553.840566153 404897.8694278648, 215533.88170165592 404897.8451219568, 215533.9711932278 404996.17945171415, 215554.16905750177 404996.1117619274, 215553.840566153 404897.8694278648))",충청남도 논산시 연산면 덕암리 477-7,20400,36.2423636,127.1728983
24,4423036037105850009,4423036037,답,2949.0,"POLYGON ((215033.4465935591 404799.8031186295, 214997.86025822102 404706.92420761427, 214970.21228410772 404717.4517118709, 215005.84161882265 404810.352623363, 215033.4465935591 404799.8031186295))",충청남도 논산시 연산면 사포리 585-9,21700,36.2406648,127.1668732
25,4423038029104170000,4423038029,전,1931.0,"POLYGON ((227689.5291723621 399430.5799347849, 227681.67731505225 399424.702853256, 227677.78838001253 399422.16281038686, 227662.56837727036 399428.90953073325, 227653.5853374772 399435.370349059, 227644.8062306167 399446.0981419167, 227652.55802101176 399456.3631924791, 227660.70577151052 399469.04823291907, 227666.80358367588 399478.6132627054, 227695.79456405342 399467.37578458246, 227696.62060457908 399464.3878173396, 227700.0927218435 399455.27493191895, 227692.07594884204 399443.99488407065, 227694.17203276415 399437.6409589527, 227689.5291723621 399430.5799347849))",충청남도 논산시 벌곡면 만목리 417,15900,36.1925013,127.3076694
26,4423040028107060001,4423040028,전,1438.0,"POLYGON ((215540.68366099492 394111.97039708804, 215523.4534640583 394132.4139963087, 215498.05416129628 394163.3664000019, 215505.43891616352 394176.19442628237, 215530.55315688203 394149.4319900061, 215565.39747567658 394113.29676541, 215550.04776609692 394100.9866140435, 215540.68366099492 394111.97039708804))",충청남도 논산시 가야곡면 등리 706-1,15300,36.1449053,127.1725996
27,4423041023104490008,4423041023,답,2269.0,"POLYGON ((209118.77283692293 394628.31703841826, 209124.24674368423 394632.02609653515, 209127.65564901213 394636.7421164031, 209127.4866416316 394637.3021100326, 209127.26358127908 394641.36807905266, 209125.21455801785 394643.80303135817, 209124.573550722 394644.5660164288, 209115.374502045 394651.8328271684, 209097.46951626742 394658.81450738886, 209169.68983970585 394671.35752108437, 209178.04343953065 394628.23594073637, 209116.52491378892 394624.2580317573, 209118.77283692293 394628.31703841826))",충청남도 논산시 은진면 토양리 449-8,19000,36.1495905,127.1016133
28,4423042021104700006,4423042021,답,2496.0,"POLYGON ((205434.75190482577 398034.86780359095, 205433.75995848363 398031.7808096145, 205426.86034386122 398009.5088569869, 205422.07060676208 397994.3518877876, 205408.9393300952 397952.6279733967, 205405.27753468524 397940.8029985676, 205380.8285853214 397948.37257508526, 205393.33689844978 397987.97649448947, 205399.76054502578 398008.3594527951, 205404.88926331647 398024.60241971404, 205409.74699489016 398040.0923876633, 205410.54095489066 398042.3693841686, 205434.75190482577 398034.86780359095))",충청남도 논산시 채운면 화산리 470-6,15300,36.1797392,127.0601036
29,4427025324106340001,4427025324,답,5088.5,"POLYGON ((175025.10224566347 475763.4910576674, 175087.46293695772 475688.0326016953, 175047.29374605973 475655.5022305555, 174984.74302425253 475733.0306677199, 175020.59230091792 475762.1409983097, 175025.10224566347 475763.4910576674))",충청남도 당진시 송악읍 본당리 634-1,17200,36.8798177,126.7199268
30,4427025338101941544,4427025338,답,1373.0,"POLYGON ((176386.4196876414 486608.97638766683, 176386.4197881429 486602.510437872, 176333.5891776846 486603.6306079677, 176334.29256564646 486642.65931585256, 176366.22733009607 486641.9868174764, 176366.2278431822 486608.97607380117, 176386.4196876414 486608.97638766683))",충청남도 당진시 송악읍 고대리 194-1544,84300,36.97817,126.734402
31,4427031022104240017,4427031022,답,1144.0,"POLYGON ((165905.2777407383 483569.15768787183, 165918.93792726565 483550.22004664084, 165917.43296183477 483548.73603499366, 165914.4750110093 483547.03500260954, 165901.84522611354 483539.43886693724, 165891.5863645564 483535.61873838527, 165880.3155166299 483531.42359714163, 165871.22264601017 483527.6054865788, 165866.51754797448 483536.3173459143, 165862.1704635759 483543.96621907596, 165888.35102232406 483559.4115026525, 165902.61978258716 483567.7806575896, 165905.2777407383 483569.15768787183))",충청남도 당진시 고대면 슬항리 424-17,40000,36.9501582,126.6170558
32,4427034033106330004,4427034033,답,2469.0,"POLYGON ((163493.60883961932 471187.16673328175, 163497.8427859401 471188.55178752186, 163523.1895896727 471188.68717522407, 163521.8364986616 471130.0916069743, 163522.2017809962 471111.49875615304, 163512.03195277395 471105.37764745194, 163493.80528747287 471092.65746614436, 163493.60883961932 471187.16673328175))",충청남도 당진시 정미면 대운산리 633-4,27200,36.8382989,126.5908635
33,4471037032102640001,4471037032,답,76.0,"POLYGON ((231576.10497684366 397707.28435850714, 231544.81533346183 397697.5639406879, 231545.12532354778 397698.0739420721, 231554.4451797777 397703.404050292, 231560.06510810487 397705.64412203943, 231563.8150651334 397706.82417201664, 231567.17503152203 397707.5642189055, 231572.63498249592 397708.40429752134, 231576.6149592837 397708.20436024084, 231576.10497684366 397707.28435850714))",충청남도 금산군 진산면 지방리 264-1,28900,36.1766811,127.3508268
34,4476025031101900002,4476025031,답,902.0,"POLYGON ((193513.93559359128 409894.4195367928, 193516.59538998827 409906.61249163595, 193519.3001680374 409919.9934388288, 193520.11713576966 409921.74443894887, 193522.67915128835 409919.54849325214, 193528.71322508244 409911.92263836577, 193529.4932332773 409911.02565650095, 193531.87843661424 409896.53879434464, 193532.9745805865 409886.55288103974, 193534.20265215397 409881.27593670593, 193535.27572929344 409875.7029920907, 193535.93480775 409870.2330404712, 193534.82081549612 409870.2330235578, 193525.64089683894 409869.0808922632, 193518.8589542454 409868.40679402737, 193511.94997760438 409870.03367772, 193506.571991755 409871.56558532163, 193507.4409176722 409876.0475670721, 193511.46280059745 409881.91658696206, 193513.93559359128 409894.4195367928))",충청남도 부여군 부여읍 쌍북리 190-2,85600,36.2869748,126.927891
35,4476036021101160000,4476036021,답,2433.0,"POLYGON ((177906.05538658268 403078.36791492614, 177916.77531341993 403078.24207668233, 177927.48626124003 403076.722248147, 177934.6132574705 403073.6483768034, 177937.9993199082 403067.90746814903, 177939.11945940237 403058.0885542837, 177940.40248105818 403056.046587957, 177940.05863075636 403046.2306520983, 177931.4518556604 403035.25760041224, 177927.82000697782 403026.86760514823, 177926.62011669006 403020.1156348107, 177924.63018873462 403016.24263229466, 177923.6132019144 403015.83861988655, 177921.7682379684 403014.29660308704, 177912.39722157014 403019.7614238835, 177904.3642284143 403023.05328009656, 177899.25224566972 403024.2881946678, 177891.88621780524 403029.5820467558, 177891.2911672499 403033.22901207674, 177890.17616348865 403033.999989904, 177890.5600974188 403038.2239658409, 177886.14094025904 403050.7598110168, 177891.65680799983 403057.0008497229, 177895.40866799635 403064.5808525031, 177900.13154010038 403070.9008787509, 177900.88651520186 403072.2078808528, 177903.32543634978 403076.3248883826, 177906.05538658268 403078.36791492614))",충청남도 부여군 홍산면 토정리 116,16600,36.225107,126.7543493
36,4476042029107260003,4476042029,답,4974.0,"POLYGON ((188093.82303107344 404361.70325148874, 188161.757831375 404409.90993971506, 188167.3789134672 404401.8880807914, 188190.44025020467 404368.9816595292, 188196.19233468332 404360.7418041044, 188128.2575318019 404312.7031146699, 188122.51844834496 404320.86997080833, 188099.48111336838 404353.65039333294, 188093.82303107344 404361.70325148874))",충청남도 부여군 장암면 합곡리 726-3,15800,36.2370853,126.8681242
37,4476045029105510003,4476045029,답,4248.0,"POLYGON ((204965.60609965274 408012.8059973044, 205034.29674424513 407939.6875522485, 205003.64740265033 407910.33728755254, 204936.81677218407 407981.695773224, 204936.43673831134 407984.08575087355, 204944.50654873427 407992.8758132017, 204965.60609965274 408012.8059973044))",충청남도 부여군 초촌면 송정리 551-3,15700,36.2695977,127.0554613
38,4480035031105950008,4480035031,답,2568.0,"POLYGON ((164267.19024650127 432848.67041875725, 164249.73091004704 432945.7384369129, 164268.57472097367 432949.1016963705, 164282.48727628918 432905.53022878396, 164292.32766909088 432874.71060535824, 164302.52190422703 432854.16791120975, 164267.19024650127 432848.67041875725))",충청남도 홍성군 은하면 장척리 595-8,14100,36.4936402,126.6012502
39,4481032021109700000,4481032021,답,2454.5,"POLYGON ((189571.59993423757 445540.26243594754, 189552.50018908994 445532.7321973981, 189534.99036238063 445529.7519499151, 189533.4603355282 445532.2219082516, 189534.35932825366 445597.2814445711, 189556.77914566468 445598.5417802155, 189571.73898323145 445602.0219848087, 189572.19917585235 445589.2820853954, 189571.93526505257 445583.6081229802, 189571.51938184322 445576.2121708627, 189571.56267798663 445556.9393129818, 189571.5607916088 445549.553367159, 189571.59993423757 445540.26243594754))",충청남도 예산군 신양면 신양리 970,16300,36.6084269,126.8832561
40,4481040024101420015,4481040024,과수원,8273.0,"POLYGON ((180592.86035027183 453119.0573400984, 180593.3173355872 453119.79334162467, 180601.5913231132 453116.618492392, 180603.19019138595 453124.4254587013, 180608.2270289329 453132.5764752487, 180611.02790724457 453139.15046921757, 180614.73180785353 453143.83749113546, 180618.37473859807 453146.5915265394, 180619.04069682743 453148.9905188703, 180622.2155624799 453156.20851377933, 180627.4974045962 453163.9435371916, 180625.78135786325 453167.8134819616, 180658.59760779422 453200.8387395962, 180683.7750323721 453226.17293729674, 180705.02616152802 453207.5244028574, 180728.7723340765 453184.8489367835, 180715.66166734128 453169.46685015934, 180702.45199596617 453154.4347594079, 180668.7748640323 453114.1395427624, 180647.95440501036 453088.94641092815, 180618.07736988965 453105.62882759003, 180592.86035027183 453119.0573400984))",충청남도 예산군 오가면 신석리 142-15,36900,36.6766893,126.7836829
41,4482525027100230000,4482525027,전,1736.0,"POLYGON ((140537.25409928776 462546.5525606009, 140538.38416236735 462541.79261480237, 140549.16433361027 462524.91290921974, 140548.28436366428 462523.37290795986, 140526.20512114785 462484.50287812325, 140518.195429268 462468.192884543, 140493.80538196792 462483.84239436704, 140537.25409928776 462546.5525606009))",충청남도 태안군 태안읍 평천리 23,33700,36.7592696,126.3339062
42,4482533022100820000,4482533022,답,740.0,"POLYGON ((132654.84957641643 463063.1008061039, 132654.21257788327 463063.33379469806, 132647.32263252715 463063.2736916186, 132638.2626107682 463069.4235071071, 132631.0626051629 463073.5333665882, 132626.7426284915 463074.2232962382, 132616.71263203485 463079.19310642406, 132611.14262679216 463082.4329972416, 132617.71851529373 463086.43906457373, 132623.7564198493 463089.6561300258, 132626.84035468835 463092.39115487156, 132644.84215328266 463096.44939351897, 132654.84957641643 463063.1008061039))",충청남도 태안군 근흥면 수룡리 82,25100,36.7639363,126.2455371
43,4482535027103810001,4482535027,답,3383.2,"POLYGON ((133748.70118793682 466575.58261192834, 133732.58171553616 466548.92257930664, 133638.80158986754 466605.97071711393, 133654.97107211035 466631.9507558134, 133748.70118793682 466575.58261192834))",충청남도 태안군 원북면 대기리 381-1,12000,36.7956428,126.2570506
44,4476037028100130000,4476037028,답,843.0,"POLYGON ((174578.7747665614 398329.55557056924, 174583.9116814899 398332.84762416896, 174589.82864160335 398332.75171328185, 174583.5068916105 398318.97771579516, 174582.5900022299 398312.00475119957, 174586.89205335837 398306.57385375, 174589.37602102113 398307.5768838156, 174592.80299305543 398307.8469331354, 174597.9779779473 398306.44002039067, 174598.15502480694 398303.2220457026, 174599.91905958188 398300.0710942587, 174605.3669718327 398303.39715226484, 174610.46585813447 398308.62219168176, 174614.91488563942 398304.70328577975, 174609.6509921781 398300.03423998086, 174599.1422551143 398287.3511722249, 174588.56044119972 398279.8440669279, 174580.17350296414 398279.6299430793, 174575.0532159125 398301.22871443856, 174578.70804093464 398311.22869864234, 174578.7747665614 398329.55557056924))",충청남도 부여군 옥산면 대덕리 13,9700,36.1822328,126.7175154
45,4423039022105080000,4423039022,전,1590.0,"POLYGON ((219964.40466673806 393556.93973096705, 219969.3685783397 393560.5617826222, 219970.79449814424 393565.18477344245, 219967.53841350257 393572.1326770426, 219967.27134362573 393576.8166415499, 219966.87123871827 393583.848588279, 219972.58190795727 393602.9895473019, 219982.7319003967 393599.07372884743, 219992.5349300508 393592.87592038384, 219992.85093044446 393592.7129263128, 219989.826252285 393572.98801229167, 219988.89446708473 393559.3510894708, 219987.27567986993 393546.1441532535, 219990.52793644663 393527.95832493645, 219978.2490009229 393529.0781295758, 219973.64998838343 393531.89604032354, 219967.38297120226 393535.74191865954, 219964.61788686362 393542.4568313353, 219958.93285391765 393547.0807133572, 219964.40466673806 393556.93973096705))",충청남도 논산시 양촌면 도평리 508,14900,36.1396569,127.2219667
46,4418033021102390009,4418033021,답,2466.0,"POLYGON ((157759.43753205225 431625.79349402507, 157743.34999682705 431669.30692881194, 157746.33789903595 431674.34893622797, 157747.1608217123 431679.09091334254, 157748.85076645692 431681.9389175653, 157761.24559027178 431687.5820618769, 157758.89150675855 431694.2949765972, 157780.02538388185 431692.1023104878, 157782.6143676766 431691.91035081947, 157788.2703411529 431690.90044332296, 157793.13231601674 431690.18752168666, 157795.4043133749 431689.2485628107, 157779.48243750058 431622.2508215763, 157772.7324761481 431622.99071464455, 157769.88847200663 431624.6616594865, 157767.40047451388 431625.71561426425, 157762.584480467 431627.6825272728, 157759.43753205225 431625.79349402507))",충청남도 보령시 천북면 하만리 239-9,38600,36.4822674,126.5287453
47,4418036024104900075,4418036024,전,908.1,"POLYGON ((164322.74435985438 413445.37627070537, 164329.76431156037 413445.2363767417, 164352.82418000227 413442.96673817205, 164354.1841750291 413442.64676083473, 164347.80463146773 413415.1968640592, 164336.46471136168 413415.2966936806, 164330.9847345386 413416.3766038797, 164324.12473904993 413419.3664796093, 164319.30474222908 413421.4663922983, 164317.5447475321 413421.95636242104, 164313.96476335474 413422.61630408675, 164314.74472888492 413424.5463017875, 164322.74435985438 413445.37627070537))",충청남도 보령시 남포면 봉덕리 490-75,65300,36.3182568,126.6028453
48,4476045029104280000,4476045029,답,1990.0,"POLYGON ((205020.69513715175 408902.52167438914, 205032.1241327436 408897.666882594, 205034.59010177737 408898.5849138922, 205043.09106962197 408896.86505564826, 205054.11999119865 408897.0372228996, 205059.10894692346 408897.6912945616, 205067.15002687604 408888.83747874375, 205073.0940658336 408883.6116057477, 205081.15616575626 408873.4407993789, 205088.15632958256 408859.5630024791, 205094.61343638052 408849.66416970646, 205091.72260109478 408840.1791912929, 205090.48972634377 408832.5322254624, 205085.99070400887 408836.0191325818, 205084.38370138526 408836.91410183493, 205079.955672271 408840.8130071837, 205064.15048989526 408859.8676337269, 205054.02364056095 408854.55851585977, 205051.76261405708 408857.31146224577, 205020.1321640961 408901.0106762668, 205020.69513715175 408902.52167438914))",충청남도 부여군 초촌면 송정리 428,15500,36.2778111,127.0563391
49,4479025023101130009,4479025023,답,2546.7,"POLYGON ((183089.00328333664 428185.5307408399, 183131.27274855503 428200.7412739204, 183133.58283832326 428193.7513596552, 183137.00302205983 428180.06151076604, 183142.44330616848 428158.8217472505, 183140.86342917866 428151.48177632823, 183137.81351572805 428147.2317606753, 183123.40375439334 428138.3416057616, 183118.16386623855 428133.4615613485, 183112.91393982407 428131.10149854794, 183101.57403109464 428130.45133071335, 183089.00328333664 428185.5307408399))",충청남도 청양군 청양읍 교월리 113-9,128900,36.451496,126.8116534
