,Unnamed: 0,고유번호,건물식별번호,허가일자,사용승인일자,geometry,주소
166348,166348,4421025030103310000,19912,,1990-06-01,"POLYGON ((150647.0774409298 479977.669396859, 150641.51751101163 479975.9293255454, 150637.30736990983 479987.30917149375, 150648.01722193797 479991.50930218335, 150650.22728708189 479986.1193784516, 150644.98736261396 479983.8593161256, 150647.0774409298 479977.669396859))",충청남도 서산시 대산읍 영탑리 331
274423,274423,4471038029100960002,33671,,,"POLYGON ((234166.23911277216 406998.83920040145, 234167.9991521973 406995.5392498883, 234164.34920056554 406993.98920372326, 234162.81916658353 406996.8391608276, 234166.23911277216 406998.83920040145))",충청남도 금산군 복수면 지량리 96-2
1756,1756,4413134023105430003,100216022,2010-04-01,2010-12-16,"POLYGON ((220389.88998228603 459169.26040736015, 220385.98218154302 459158.3764248286, 220378.0351919147 459161.3512782695, 220382.73096995737 459173.3182653425, 220387.07896740103 459171.4923469663, 220386.60998736456 459170.4373472391, 220389.88998228603 459169.26040736015))",충청남도 천안시 동남구 성남면 대흥리 543-3
107729,107729,4418039022101700001,19691,,1992-08-21,"POLYGON ((170851.1673037371 410602.2485422087, 170872.50726762426 410594.5379175311, 170870.0873874008 410587.69793028734, 170848.74642352047 410595.4085549509, 170851.1673037371 410602.2485422087))",충청남도 보령시 미산면 도화담리 170-1
123158,123158,4420036021101080024,100268144,2015-06-22,2016-01-04,"POLYGON ((204555.11709895835 481099.82713627187, 204560.35706017062 481099.8032189237, 204560.33314202758 481094.6132576544, 204555.09318081554 481094.6371750001, 204555.11709895835 481099.82713627187))",충청남도 아산시 둔포면 둔포리 108-24
25006,25006,4413111900100190010,56794,,2001-03-23,"POLYGON ((217906.99918350673 472166.83522409614, 217899.1392552132 472165.93510661996, 217898.86922529314 472167.95508745697, 217906.74915612632 472168.68520650355, 217906.99918350673 472166.83522409614))",충청남도 천안시 동남구 안서동 19-10
93137,93137,4418011000122060005,100190342,2009-10-07,2010-07-23,"POLYGON ((156154.70750663007 413626.76702535286, 156159.60642292717 413630.0080746779, 156167.2525397353 413618.4512728484, 156162.35362343775 413615.21022352274, 156159.30657688098 413619.81614454906, 156155.0276497269 413617.0031013355, 156156.75067607174 413614.39714600507, 156154.65871185984 413613.0101249642, 156155.89473284208 413611.00115802593, 156151.08981587837 413607.7591101092, 156143.44369907188 413619.3159119402, 156148.34361536163 413622.5569612762, 156151.4216631813 413617.8510414468, 156152.3666470384 413618.4760509616, 156153.14265887823 413617.3040710659, 156157.63258216874 413620.2741162741, 156156.90256996706 413621.4480968412, 156157.81655391247 413622.08210582763, 156154.70750663007 413626.76702535286))",충청남도 보령시 신흑동 2206-5
296848,296848,4476039022107320000,23883,,,"POLYGON ((185484.5171215106 399186.0181066592, 185477.59721013837 399183.30902145593, 185472.25705784443 399195.8888533332, 185479.37696661457 399198.67894097825, 185484.5171215106 399186.0181066592))",충청남도 부여군 충화면 복금리 732
418463,418463,4482525321109620004,7132,1997-07-01,1997-09-08,"POLYGON ((141341.68702136743 436285.22066990926, 141340.50681896743 436299.38054493815, 141347.81775487945 436299.99064940365, 141348.99695744005 436285.82077443495, 141341.68702136743 436285.22066990926))",충청남도 태안군 안면읍 승언리 962-4
273093,273093,4471038024102710001,31762,,1983-10-21,"POLYGON ((234625.2739404646 398220.0740191783, 234633.94384932847 398222.274138527, 234634.7338966682 398218.8731733481, 234626.48399012123 398216.3440626769, 234625.2739404646 398220.0740191783))",충청남도 금산군 복수면 수영리 271-1
361662,361662,4480025021100170002,24082,,1981-12-10,"POLYGON ((169736.92075503114 445135.4419672778, 169731.1808111726 445134.54588663095, 169731.08080488277 445135.00788165745, 169726.0898556461 445134.10081248893, 169723.64472788916 445143.6877037004, 169741.21953211087 445148.00093891873, 169743.70265410966 445138.77404559386, 169736.60173516566 445136.90295151557, 169736.92075503114 445135.4419672778))",충청남도 홍성군 홍성읍 오관리 17-2
367682,367682,4480035022101620000,6291,,1998-01-14,"POLYGON ((163962.87374171318 438319.2451660308, 163956.60386751266 438313.9901103268, 163936.25368915845 438335.7226406712, 163941.90056248094 438341.33968425577, 163962.87374171318 438319.2451660308))",충청남도 홍성군 은하면 유송리 162
168828,168828,4421010200101920006,23743,2000-11-04,2001-06-29,"POLYGON ((152374.5028778009 464589.09397208306, 152393.02297328913 464573.4543747081, 152394.73293628875 464575.02438854927, 152399.39295658784 464571.33448795567, 152398.0229981189 464569.29448292445, 152409.54305558227 464559.6937323783, 152402.1732559677 464550.2346935723, 152366.36308123282 464579.8239201193, 152374.5028778009 464589.09397208306))",충청남도 서산시 동문동 192-6
95746,95746,4418036022100710001,100211950,,2014-11-18,"POLYGON ((165433.0712787734 412049.78997006186, 165434.5382635746 412050.1039897426, 165434.2242438772 412051.5709744559, 165437.15821347677 412052.1990138163, 165436.63518065907 412054.6429883496, 165442.89311582956 412055.9820723095, 165445.19426028104 412045.2251843873, 165436.00235549285 412043.25906106003, 165435.2073055957 412046.97502234066, 165433.74132078464 412046.66100267484, 165433.0712787734 412049.78997006186))",충청남도 보령시 남포면 옥동리 71-1
407784,407784,4482533021106230002,100254156,2022-04-05,2022-07-12,"POLYGON ((133280.7155842703 461595.8186307567, 133277.2746390066 461593.95859363966, 133273.05355264148 461601.89246797335, 133276.52649838343 461603.70450594625, 133280.7155842703 461595.8186307567))",충청남도 태안군 근흥면 두야리 623-2
194850,194850,4423025323103010003,18828,,,"POLYGON ((208064.28833186525 391508.5781463566, 208075.94820631295 391511.6973023091, 208078.25830013902 391504.49738609605, 208066.22843879828 391500.6782292584, 208064.28833186525 391508.5781463566))",충청남도 논산시 연무읍 금곡리 301-3
308104,308104,4476031021100210008,7811,,2000-12-05,"POLYGON ((189171.12514070622 409149.63892503816, 189161.57522362267 409148.5637880063, 189160.79713035835 409155.0827303461, 189170.44104760257 409156.1038691817, 189171.12514070622 409149.63892503816))",충청남도 부여군 규암면 반산리 21-8
189435,189435,4423010500104150000,10068,2000-10-06,2000-12-13,"POLYGON ((208242.05877648492 399881.15891833045, 208247.87867228332 399885.4089779837, 208256.06879235915 399873.88818155084, 208248.26893329227 399868.1081021773, 208244.9688814212 399872.97901859006, 208241.54893918685 399870.70898198267, 208238.5888870118 399875.448904472, 208243.4487964756 399879.2289527068, 208242.05877648492 399881.15891833045))",충청남도 논산시 취암동 415
402172,402172,4482534021106280003,100202552,2013-07-17,2013-12-11,"POLYGON ((131374.7933340875 464010.5451143269, 131373.84618962216 464020.6530204663, 131393.96000476205 464022.4933081813, 131394.53809223848 464016.3703651045, 131384.5821841055 464015.4352228821, 131384.9462396148 464011.5512589478, 131374.7913333518 464010.59511390387, 131374.7933340875 464010.5451143269))",충청남도 태안군 소원면 시목리 628-3
7873,7873,4413134023100030008,100396994,2018-07-09,2019-10-15,"POLYGON ((221471.34837577707 459667.030813666, 221475.13222354135 459674.97581562994, 221551.87224714545 459638.42528844404, 221548.0873993886 459630.4802864522, 221471.34837577707 459667.030813666))",충청남도 천안시 동남구 성남면 대흥리 3-8
376808,376808,4481032036100090000,100259594,2017-02-16,2019-08-22,"POLYGON ((193178.00375263148 444500.1785728043, 193187.987751417 444495.56076036545, 193185.76184166118 444490.74976122484, 193181.04284221563 444492.9336725632, 193181.54682178987 444494.0226723708, 193176.28282242338 444496.4575734802, 193178.00375263148 444500.1785728043))",충청남도 예산군 신양면 차동리 9
83247,83247,4415010300101670085,3814,1984-08-16,1985-09-03,"POLYGON ((211216.28891934198 427478.49099651596, 211220.8989311405 427475.6410878064, 211215.06913002368 427465.4010699239, 211206.8491236811 427469.53091385594, 211210.30902908035 427474.0909351607, 211211.19903120233 427473.5509527138, 211213.7989452365 427477.9409619331, 211215.0489480832 427477.190986524, 211216.28891934198 427478.49099651596))",충청남도 공주시 중학동 167-85
52858,52858,4413311100102400000,5523,,1956-05-10,"POLYGON ((213536.93855723384 471685.65099769743, 213532.8386418012 471682.19295868615, 213524.9855631294 471690.8457709507, 213531.83440347415 471697.78982747736, 213534.56444183245 471694.08289791096, 213532.25649290803 471691.91587758414, 213536.93855723384 471685.65099769743))",충청남도 천안시 서북구 부대동 240
209875,209875,4423039032101820003,40417,,,"POLYGON ((218389.2595200981 396932.21792980965, 218385.65955962124 396931.20788151503, 218385.7895716086 396930.3678891706, 218378.22965136997 396928.4587863226, 218377.99964265063 396929.12877828267, 218372.8596913989 396928.18870594574, 218370.99959822767 396935.0886309418, 218373.40956956625 396935.90866229904, 218372.63952344275 396939.258627921, 218381.9594297602 396941.308756758, 218382.37945235762 396939.64877438266, 218387.10940680845 396940.5588406479, 218389.2595200981 396932.21792980965))",충청남도 논산시 양촌면 신흥리 182-3
188831,188831,4423036032104180004,100247508,2018-02-05,2018-06-19,"POLYGON ((216793.42018098914 403072.1788832672, 216795.16921208697 403069.3809291276, 216795.67820377572 403069.69893476774, 216797.6132381704 403066.6039855049, 216795.9172658684 403065.54396671354, 216796.97728471787 403063.8479945093, 216787.52243913812 403057.93688976165, 216784.5273858934 403062.7278112299, 216785.71536650232 403063.46982439526, 216783.9653353954 403066.26877851255, 216793.42018098914 403072.1788832672))",충청남도 논산시 연산면 표정리 418-4
60259,60259,4415034029104940023,100181774,2007-06-15,2008-12-08,"POLYGON ((220307.72025342553 422731.8008423195, 220282.66943095718 422731.48145648115, 220283.0252940629 422740.1614016787, 220308.28214189387 422738.75180272583, 220307.72025342553 422731.8008423195))",충청남도 공주시 반포면 봉곡리 494-23
132504,132504,4420035028101000001,24912,,,"POLYGON ((206177.77166947897 477370.8016880271, 206171.12277685112 477367.11661106616, 206165.81667963404 477375.80646249076, 206176.80549569544 477382.30858659936, 206178.96354273142 477378.29765059927, 206178.1705580628 477377.6976426231, 206179.69159442195 477374.66668926086, 206176.88164522272 477372.7646593182, 206177.77166947897 477370.8016880271))",충청남도 아산시 음봉면 신휴리 100-1
390100,390100,4481025329100800000,2855,1997-07-10,1997-12-27,"POLYGON ((171822.5237303141 455382.2579208773, 171838.06340890998 455395.66805763426, 171842.22346074678 455390.2481621457, 171826.4427821172 455376.9580207958, 171822.5237303141 455382.2579208773))",충청남도 예산군 삽교읍 송산리 80
3166,3166,4413137031103190007,100241034,2012-07-02,2012-10-05,"POLYGON ((236256.75873423633 463073.0960219612, 236256.95873598862 463072.896026575, 236256.7587405909 463072.6960248344, 236256.5587388365 463072.89602022024, 236256.75873423633 463073.0960219612))",충청남도 천안시 동남구 동면 화덕리 319-7
242332,242332,4427035030106360000,32814,,,"POLYGON ((168639.94119125805 472312.346114638, 168622.01741125406 472306.9438804406, 168619.83132315823 472313.7547943715, 168638.00610470772 472318.93203416467, 168639.94119125805 472312.346114638))",충청남도 당진시 면천면 죽동리 636
249770,249770,4427025342104250000,48586,,1996-11-16,"POLYGON ((172860.64231558898 479788.3425899612, 172864.3943560124 479783.86968259874, 172853.92857390665 479774.97558941256, 172850.16552705085 479779.86949335074, 172853.4314629782 479782.39152439026, 172853.1484588509 479782.7985168623, 172856.5453873973 479785.7325467442, 172856.9753912014 479785.2735569458, 172860.64231558898 479788.3425899612))",충청남도 당진시 송악읍 가학리 425
290339,290339,4476025024102360000,1601,,,"POLYGON ((194217.7808083237 412318.87421870965, 194210.3509316561 412314.17013879376, 194206.49788472606 412319.02304608165, 194214.28675011886 412324.3041274022, 194217.7808083237 412318.87421870965))",충청남도 부여군 부여읍 정동리 236
83982,83982,4415038035102980000,39158,,,"POLYGON ((204429.67821749282 428211.0611677403, 204425.26842353615 428199.6911805566, 204423.32842810662 428200.2811465066, 204422.4884660348 428198.20114833803, 204414.76846850046 428201.5710055815, 204421.77817150758 428217.66099928494, 204429.8981557616 428214.97114337445, 204428.62821518764 428211.691147106, 204429.67821749282 428211.0611677403))",충청남도 공주시 우성면 보흥리 298
245740,245740,4427038022107630000,40810,,1997-09-22,"POLYGON ((176547.682071163 477723.7005905585, 176542.9011706977 477719.62954780424, 176541.99716242868 477720.60852627363, 176538.5142344629 477717.67349488963, 176537.7052257847 477718.63247498707, 176536.00325865956 477717.34845849394, 176534.18024059612 477719.41241438413, 176532.47427413194 477718.0873981487, 176528.55523861488 477722.3113049654, 176540.1879767542 477733.4873992197, 176547.682071163 477723.7005905585))",충청남도 당진시 신평면 초대리 763
153463,153463,4421037022113080011,100198998,2012-02-09,2012-06-12,"POLYGON ((158447.58488464268 467961.46542413346, 158445.19595195976 467958.257412439, 158438.7799281869 467963.03527750995, 158441.16886085708 467966.2442891918, 158447.58488464268 467961.46542413346))",충청남도 서산시 음암면 탑곡리 1308-11
396220,396220,4481025338102600015,6682,1978-11-13,1979-12-01,"POLYGON ((176971.1527640806 453995.1392090594, 176970.09257813328 454007.78009809216, 176977.67250786573 454008.68920751626, 176978.84269696713 453995.78932210815, 176971.1527640806 453995.1392090594))",충청남도 예산군 삽교읍 신가리 260-15
246526,246526,4427038028101160003,42015,1979-09-15,1980-01-20,"POLYGON ((184061.97885772042 476184.1689724362, 184065.1099022473 476179.7790545811, 184066.54588276835 476180.33307267143, 184068.45492608633 476176.6161306931, 184061.38605146855 476171.99005611375, 184055.9879609142 476180.4459077235, 184061.97885772042 476184.1689724362))",충청남도 당진시 신평면 운정리 116-3
354418,354418,4480025333104790000,13640,,1997-12-20,"POLYGON ((169360.96627502728 436722.9677850713, 169356.3024054789 436716.6187613544, 169341.00134629098 436727.9324457219, 169346.18920817605 436734.53347551444, 169360.96627502728 436722.9677850713))",충청남도 홍성군 광천읍 월림리 479
283615,283615,4476043025100920017,100198981,2012-05-14,2013-02-28,"POLYGON ((194206.35666081205 397092.5391132445, 194283.82406205777 397163.2907949835, 194283.1500555227 397164.0287797099, 194296.50377992273 397176.2248972333, 194297.1777864566 397175.48691250966, 194299.3917407652 397177.50893199595, 194308.21882633073 397167.8441320522, 194306.00487202316 397165.8221125673, 194306.67887855833 397165.08412784134, 194293.32515415672 397152.88801031443, 194292.65114762262 397153.62599503953, 194215.18374636953 397082.8743132872, 194206.35666081205 397092.5391132445))",충청남도 부여군 세도면 동사리 92-17
377140,377140,4481040023105080000,100264188,2019-09-20,2020-03-02,"POLYGON ((181681.12031321536 452532.48143009224, 181681.13231323424 452532.47443032695, 181760.72012450802 452506.48584670527, 181755.4754211191 452489.70089114027, 181675.69761092513 452515.7104717032, 181681.12031321536 452532.48143009224))",충청남도 예산군 오가면 신장리 508
333957,333957,4479036025103800000,15638,,,"POLYGON ((189272.68945293472 419034.2414949764, 189264.88862674942 419026.43243194825, 189259.83660144568 419030.44232657494, 189262.40154294923 419033.0983466675, 189263.9405603663 419031.23838331376, 189269.7234282428 419037.2424285029, 189272.68945293472 419034.2414949764))",충청남도 청양군 장평면 락지리 380
253062,253062,4427038023108800000,100209294,2008-04-22,2011-05-31,"POLYGON ((178267.96311579106 475842.0296831609, 178269.72511343943 475841.31671592186, 178269.60811878968 475841.0287163171, 178272.55611485595 475839.83577112923, 178272.8261024729 475840.5027701987, 178276.16309802813 475839.15183224465, 178276.0501031908 475838.87383262964, 178277.90410072828 475838.12286710285, 178276.92814548415 475835.71287045104, 178278.5321433412 475835.063900272, 178278.5091443832 475835.007900346, 178278.9841581559 475833.88591629965, 178285.6510637211 475836.7099979451, 178285.17604995117 475837.8319819889, 178285.12005003312 475837.8539809537, 178285.7690202549 475839.4579787178, 178283.3590234581 475840.433933903, 178284.10998904397 475842.286931338, 178283.83198940568 475842.39992616535, 178285.18292744266 475845.7369215259, 178285.85092654877 475845.4669339431, 178287.04387182623 475848.41392984055, 178286.75687217864 475848.5319244929, 178287.4698394973 475850.29192205163, 178297.470826196 475846.2421080196, 178296.1538866162 475842.98811255157, 178296.52488611935 475842.83811944805, 178294.53497735545 475837.9251262662, 178293.88597821398 475838.1881141985, 178292.682033454 475835.21311833966, 178293.8870703744 475832.2381598047, 178294.99205472562 475832.70617333514, 178296.24009088796 475829.75921525137, 178296.95908071258 475830.0632240588, 178298.48012477468 475826.4722751398, 178298.29612738139 475826.3942728865, 178299.70016806017 475823.07932003646, 178298.33718735896 475822.5023033436, 178298.92220431633 475821.1203229956, 178280.94745889303 475813.50810285815, 178280.3624419458 475814.8890832125, 178278.999461247 475814.3120665209, 178277.59542057186 475817.6270193679, 178277.41142318025 475817.54901711433, 178275.89037911722 475821.139966037, 178276.60836895235 475821.44397483196, 178275.36033278663 475824.39093291655, 178276.41931779878 475824.8389458875, 178275.1672815282 475827.7949038436, 178272.19228547884 475828.99984852085, 178271.9292975322 475828.35084941937, 178267.01730406666 475830.33975808485, 178267.16729717882 475830.71075756586, 178263.91330150497 475832.028697057, 178267.96311579106 475842.0296831609))",충청남도 당진시 신평면 거산리 880
231159,231159,4427010500108550000,10961,,,"POLYGON ((170069.19057631446 478375.4053687871, 170075.02379257206 478358.4985896741, 170069.34987163125 478356.19951984985, 170065.42572572862 478367.60037104576, 170063.46475427743 478366.726347529, 170061.31268336295 478372.3892704824, 170069.19057631446 478375.4053687871))",충청남도 당진시 시곡동 855
143670,143670,4420041022100800013,41274,2000-11-10,2001-06-21,"POLYGON ((193677.213592441 465018.28666340455, 193639.3100837231 465004.7561753278, 193632.8758454621 465023.1539378115, 193670.41134340994 465037.5524136792, 193677.213592441 465018.28666340455))",충청남도 아산시 신창면 읍내리 80-13
96819,96819,4418034027102050032,100222635,2015-12-31,2016-08-11,"POLYGON ((163830.99403874335 426303.4421155255, 163830.86515999585 426295.4431723685, 163827.4661839555 426295.4971208451, 163827.4372112415 426293.69713363633, 163825.23722673586 426293.7331002812, 163825.26619944908 426295.53308748733, 163820.86723046002 426295.60302080365, 163820.87622136736 426296.2030165295, 163816.17725447344 426296.27894529, 163816.2961423196 426303.67789270496, 163830.99403874335 426303.4421155255))",충청남도 보령시 청소면 야현리 205-32
313620,313620,4477037024105690004,100216200,2018-04-05,2018-08-29,"POLYGON ((175806.9864418496 394967.41953858244, 175792.1415127942 394969.57430177566, 175795.689123108 394994.0181834942, 175809.54405689158 394992.00740450906, 175808.17920678022 394982.60545000026, 175806.9864418496 394967.41953858244))",충청남도 서천군 문산면 금복리 569-4
4283,4283,4413134023104940003,100265463,2012-09-13,2014-04-25,"POLYGON ((220213.99345577095 458710.78596537106, 220303.6376856883 458718.77931694686, 220310.1207822366 458646.067945899, 220220.4775522518 458638.0745943707, 220213.99345577095 458710.78596537106))",충청남도 천안시 동남구 성남면 대흥리 494-3
278460,278460,4471025023105350000,5621,2005-06-18,2005-11-24,"POLYGON ((244401.40729269208 389159.2398258611, 244408.7072485321 389159.0499400832, 244408.76726578892 389157.90994843154, 244411.05725302343 389157.7799847212, 244410.80741990788 389147.1000503779, 244401.04747885687 389147.3598976297, 244401.40729269208 389159.2398258611))",충청남도 금산군 금산읍 하옥리 535
189573,189573,4423010500104990011,10303,,1955-10-01,"POLYGON ((208518.29836540055 399719.72823174694, 208508.36850382568 399715.0581122978, 208505.30244197274 399720.47902853024, 208515.2162952569 399725.70014397195, 208518.29836540055 399719.72823174694))",충청남도 논산시 취암동 499-11
50593,50593,4413331031102550018,48503,,,"POLYGON ((217799.16344676932 480167.62424686085, 217789.09361409434 480161.75313102524, 217785.04153393375 480168.7020151237, 217795.11136661045 480174.5731309571, 217799.16344676932 480167.62424686085))",충청남도 천안시 서북구 입장면 신두리 255-18
392776,392776,4481040027102960010,32378,,,"POLYGON ((179225.84037422962 456251.1919145904, 179229.55049047453 456241.8320417693, 179214.7906831956 456236.4318554201, 179211.74056204685 456245.7917383871, 179225.84037422962 456251.1919145904))",충청남도 예산군 오가면 분천리 296-10
229210,229210,4427025330101970051,100268033,2010-04-02,2017-09-19,"POLYGON ((176131.53190976812 479826.3359115727, 176138.21787784234 479825.09602474805, 176137.56894556235 479821.04604591744, 176138.74793994112 479820.8270658805, 176137.836023096 479815.91108964913, 176136.6570287205 479816.1300696905, 176135.7811085487 479811.4110924987, 176129.0631390438 479812.75897799607, 176131.53190976812 479826.3359115727))",충청남도 당진시 송악읍 금곡리 197-51
304916,304916,4476045026102610000,34851,,1897-07-01,"POLYGON ((201613.8004424026 406680.44712206535, 201609.23549345232 406679.1560614965, 201606.85240788932 406685.85097876913, 201611.6773511227 406687.4000415115, 201613.8004424026 406680.44712206535))",충청남도 부여군 초촌면 추양리 261
47032,47032,4413325626104750000,37280,,,"POLYGON ((213194.0406953128 474643.80452483776, 213189.1667469176 474642.8084553814, 213187.39362356695 474651.46036317275, 213198.93449832615 474654.01252620184, 213200.40059779826 474647.01860125316, 213193.75066876932 474645.62350675656, 213194.0406953128 474643.80452483776))",충청남도 천안시 서북구 직산읍 삼은리 475
145146,145146,4420041032100780012,43306,,1994-07-09,"POLYGON ((190999.3333411907 466365.66303466476, 190994.00951714197 466356.8860177983, 190989.65150934405 466359.47593067377, 190994.59133076627 466368.6059389253, 190999.3333411907 466365.66303466476))",충청남도 아산시 신창면 가내리 78-12
76340,76340,4415034021103050004,25750,1988-11-15,1989-06-24,"POLYGON ((222829.48500678007 422074.14560029743, 222820.90521195257 422064.7155325264, 222818.825188398 422067.1554833667, 222826.52499903998 422075.9555418512, 222829.48500678007 422074.14560029743))",충청남도 공주시 반포면 공암리 305-4
36287,36287,4413310800110470000,100257064,2013-06-19,2013-11-11,"POLYGON ((209576.2233547312 467199.4177592525, 209584.24332633865 467197.4818993878, 209584.17233143983 467197.1899004331, 209586.89432179803 467196.5329479957, 209585.2404414309 467189.67997267336, 209584.73547791786 467187.58998019143, 209583.0344839372 467188.00095046835, 209582.9874873386 467187.80595116934, 209570.7395306848 467190.76373714465, 209572.2414220804 467196.98471475055, 209576.2233547312 467199.4177592525))",충청남도 천안시 서북구 불당동 1047
301634,301634,4476042030101700002,30644,,1935-05-29,"POLYGON ((193983.12430158738 404951.95221646247, 193974.98438039457 404950.4641034837, 193973.26621582024 404962.1089962724, 193981.06914479623 404963.2371066558, 193983.12430158738 404951.95221646247))",충청남도 부여군 장암면 북고리 170-2
231416,231416,4427010700105140000,11434,,,"POLYGON ((168763.0447985379 475509.74737079226, 168761.11481731417 475509.48834304675, 168760.14669599588 475517.84226361295, 168766.03564034094 475518.52534909896, 168767.01673987892 475511.57841786585, 168762.87378019575 475511.0223583116, 168763.0447985379 475509.74737079226))",충청남도 당진시 대덕동 514
59057,59057,4413310700101800013,39403,2000-09-07,2002-08-30,"POLYGON ((210786.5486169987 466426.8454546995, 210780.06869247835 466425.05536619795, 210776.21845244436 466442.14517974993, 210783.26837545706 466443.76527845365, 210787.1985697304 466429.55444492504, 210786.0285826797 466429.2744286279, 210786.5486169987 466426.8454546995))",충청남도 천안시 서북구 쌍용동 180-13
1580,1580,4413132031102750000,100213505,2009-12-18,2010-09-13,"POLYGON ((212955.20706768552 451916.3274333055, 212950.1213249611 451902.19145621057, 212922.20736721257 451912.31894690904, 212927.20411476083 451926.1869245536, 212955.20706768552 451916.3274333055))",충청남도 천안시 동남구 광덕면 원덕리 275
277324,277324,4471039030101850002,37954,,,"POLYGON ((246903.31326680808 401123.4584289105, 246904.82335428498 401117.2084936472, 246895.44345096702 401114.938362495, 246893.93336349152 401121.1882977595, 246903.31326680808 401123.4584289105))",충청남도 금산군 추부면 서대리 185-2
157366,157366,4421038032101860020,100233222,2016-07-08,2017-06-23,"POLYGON ((163187.88890819374 467223.4046000582, 163200.4148060113 467223.8357884913, 163200.50086503674 467219.9368198005, 163199.10087619373 467219.9057986082, 163199.17392613474 467216.60682510224, 163196.97394367342 467216.55779180006, 163197.02898150528 467214.0588118653, 163188.03105320048 467213.86067565053, 163187.88890819374 467223.4046000582))",충청남도 서산시 운산면 용장리 186-20
406830,406830,4482533022104100002,100242939,2019-05-22,2020-11-24,"POLYGON ((132032.84698628343 461627.7487412001, 132039.39693482284 461627.77683932194, 132039.42302470127 461621.77688683727, 132040.12301920235 461621.77989732503, 132040.14910983422 461615.72994523065, 132038.8491200532 461615.7239257612, 132038.86216499185 461612.7239495168, 132031.3122243024 461612.6918364122, 132031.31021718687 461613.16683265264, 132029.28523310006 461613.1578023202, 132029.26817468146 461617.057771433, 132030.26816681313 461617.06278640754, 132030.24006960983 461623.55173502, 132032.8810487016 461623.57377450087, 132032.84698628343 461627.7487412001))",충청남도 태안군 근흥면 수룡리 410-2
20757,20757,4413110300100920019,45721,1989-08-11,1990-05-09,"POLYGON ((213606.21934025854 467869.555122279, 213605.20856764933 467855.56520944845, 213603.16858522635 467855.39517861884, 213602.21858430686 467855.8951599931, 213595.06852332794 467863.09499449545, 213594.34853645417 467862.5949868547, 213592.57851730668 467864.6349439905, 213594.07835553642 467874.2248969257, 213604.69931268008 467872.01508024835, 213606.21934025854 467869.555122279))",충청남도 천안시 동남구 문화동 92-19
102937,102937,4418033023106010001,14119,2003-03-07,2003-05-09,"POLYGON ((154009.33183114268 432318.99102758244, 153999.02232954287 432357.52058533847, 154012.36219237559 432360.0807663302, 154021.44169380146 432322.1701855064, 154009.33183114268 432318.99102758244))",충청남도 보령시 천북면 사호리 601-1
181265,181265,4423032027104060001,1000000000000001364061,2022-01-14,2023-02-23,"POLYGON ((208172.71836776717 403018.88641770114, 208162.06418191156 403035.81313895143, 208167.48109303188 403039.2221982464, 208178.1352788728 403022.2964769886, 208172.71836776717 403018.88641770114))",충청남도 논산시 광석면 산동리 406-1
21634,21634,4413111400103890017,48052,1989-03-07,1989-07-06,"POLYGON ((212919.0491453681 466801.755183483, 212906.19924062304 466801.664982208, 212906.18914154798 466807.9749355888, 212907.39913176754 466808.0349541606, 212907.3990516322 466813.13491660944, 212919.17897015996 466812.8451038671, 212919.0491453681 466801.755183483))",충청남도 천안시 동남구 다가동 389-17
273242,273242,4471038024106140001,31965,,,"POLYGON ((235119.100870295 397107.94903763395, 235133.6906929002 397113.2192280698, 235134.60073650145 397110.0092634328, 235133.21075337072 397109.50924527564, 235134.35080194523 397105.8792869834, 235121.08096771844 397100.7991156809, 235119.100870295 397107.94903763395))",충청남도 금산군 복수면 수영리 614-1
25262,25262,4413110700104930004,57346,1983-04-13,1984-02-21,"POLYGON ((214419.2188834724 467584.6750086348, 214419.3790358346 467574.91508298565, 214415.21906793048 467574.8050183461, 214415.16904186946 467576.485005195, 214410.0590853035 467576.0949276752, 214410.01906561735 467577.36491769913, 214407.71908586728 467577.1448831317, 214407.78903533443 467580.3248608293, 214407.01903827855 467580.4948474652, 214407.09897839357 467584.264820977, 214419.2188834724 467584.6750086348))",충청남도 천안시 동남구 원성동 493-4
296938,296938,4476039023102840000,23994,1995-12-28,1995-12-28,"POLYGON ((181734.35141054922 395366.10239383776, 181734.01151677477 395359.1724370397, 181725.02157531344 395359.41230060323, 181725.30146815424 395366.43225587555, 181734.35141054922 395366.10239383776))",충청남도 부여군 충화면 오덕리 284
321278,321278,4477025022106030004,2585,1973-04-15,1973-07-30,"POLYGON ((172707.72522086743 379336.10609497584, 172707.315356457 379327.1361507508, 172698.8654078481 379327.5660226843, 172699.38525166654 379337.87595929916, 172699.9251015666 379347.7658991064, 172708.54504797456 379347.40602920944, 172707.72522086743 379336.10609497584))",충청남도 서천군 장항읍 창선2리 603-4
140159,140159,4420038028100510000,36076,2001-03-16,2001-05-04,"POLYGON ((189214.53046650073 471475.86975236237, 189192.9878323713 471462.7235167021, 189186.6686831886 471475.36432292365, 189207.78631981325 471488.55455164064, 189214.53046650073 471475.86975236237))",충청남도 아산시 인주면 금성리 51
138168,138168,4420037029113200000,33019,,,"POLYGON ((199224.9174189953 478780.02589795867, 199220.41763456992 478768.42591498676, 199213.7076323049 478771.77578448056, 199218.1174282239 478782.6857712476, 199224.9174189953 478780.02589795867))",충청남도 아산시 영인면 창용리 1320
